,사업지역(시군구),포획일자,포획장소,털색,몸무게(kg),품종,연령,성별,건강상태,특이사항,상태,TNR일자,TNR병원,방사일자,방사장소,종결정보,장소일치여부
69,동구,2024-04-26,대구광역시 동구 팔공로 274 (봉무동 이시아폴리스 더샵 2차),노희,4.36,코숏,1살,수컷,양호,치즈,방사,2024-04-26,동대구동물의료센터,2024-04-27,대구광역시 동구 팔공로 274,-,True
70,수성구,2024-04-26,수성구 용학로 46길 40,갈 + 흰,2.9,코숏,10살,암컷,양호,자궁기형 (좌측자궁 결손),방사,2024-04-26,멘토동물병원,2024-04-29,수성구 용학로 46길 40,-,False
71,수성구,2024-04-26,동대구로 14길 9-12,흰색 고등어,5.06,코숏,7살,수컷,양호,Lt 뺨 상처,방사,2024-04-26,신세계동물병원,2024-04-27,동대구로 14길 9-12,-,False
72,달성군,2024-04-26,테크노중앙공원 ,치즈,5.0,코숏,1살,수컷,양호,사나움,방사,2024-04-26,현풍동물병원,2024-04-27,테크노중앙공원,-,True
73,수성구,2024-04-26,수성구 동대구로 52길 55,흰검,4.0,코숏,1살,수컷,양호,.,방사,2024-04-26,허동물병원,2024-04-27,수성구 동대구로 52길 55,-,False
74,수성구,2024-04-26,들안로48길 43,삼색,2.68,코숏,1살,암컷,양호,.,방사,2024-04-26,허동물병원,2024-04-29,들안로48길 43,-,False
75,수성구,2024-04-26,들안로48길 43,삼색,3.56,코숏,3살,암컷,양호,.,방사,2024-04-26,허동물병원,2024-04-29,들안로48길 43,-,False
76,서구,2024-04-26,내당동 254-6,황갈색 바탕에 검회색 줄무늬,4.08,한국고양이,1살,수컷,양호,성격 예민,방사,2024-04-26,대구수의사회(아이펫),2024-04-27,내당동 254-6,-,False
77,북구,2024-04-25,북구 동암로 38길 19-34,삼색,3.3,코숏,1살,암컷,양호,2주항생제투여,방사,2024-04-25,강동물병원,2024-04-29,북구 동암로 38길 19-34,-,False
78,중구,2024-04-25,종로 23-23,흰색 검정,2.94,한국고양이,3살,암컷,양호,없슴,방사,2024-04-26,대구시수의사회(동산),2024-04-29,종로 23-23,-,False
79,중구,2024-04-25,중구 문우관길 30-12,크림,3.19,한국고양이,6개월 - 1살,수컷,양호,없슴,방사,2024-04-25,대구시수의사회(동산),2024-04-26,중구 문우관길 30-12,-,False
80,달서구,2024-04-25,달서구 상인서로 94,검정 갈색,4.5,코숏,3살,암컷,양호,임신,방사,2024-04-25,애플동물병원,2024-04-29,달서구 상인서로 94,-,False
81,동구,2024-04-25,대구광역시 동구 팔공로 274 (봉무동 이시아폴리스 더샵 2차),희갈검,2.8,코숏,1살,수컷,양호,고등어,방사,2024-04-25,동대구동물의료센터,2024-04-26,대구광역시 동구 팔공로 274 (봉무동 이시아폴리스 더샵 2차),-,False
82,서구,2024-04-25,달서로54길 1,토티셀,3.5,코숏,1살,암컷,양호,.,방사,2024-04-25,대구시수의사회(평리),2024-04-29,달서로54길 1,-,False
83,수성구,2024-04-25,동대구로 14길 9-12,치즈,3.88,코숏,2살,수컷,양호,양호,방사,2024-04-25,신세계동물병원,2024-04-26,동대구로 14길 9-12,-,False
84,북구,2024-04-25,북구 학정로 106,고등어,3.0,코숏,1살,암컷,양호,2주항생제투여,방사,2024-04-25,강동물병원,2024-04-29,북구 학정로 106,-,False
85,달서구,2024-04-25,대구시 달서구 파도고개로 12길 42,검은색 흰색 노란색,2.7,코숏,2살,암컷,양호,검은색 흰색 노란색 삼색이,방사,2024-04-25,두류동물병원,2024-04-29,달서구 파도고개로 12길 42,-,True
86,수성구,2024-04-25,지산동379-1,흰 + 검,3.25,코숏,6개월 - 1살,암컷,양호,.,방사,2024-04-25,멘토동물병원,2024-04-29,지산동 379-1,-,True
87,남구,2024-04-25,대구 남구 대명서로 42-4,검정색흰색,3.83,코숏,2살,암컷,양호,무,방사,2024-04-25,독사랑동물병원,2024-04-29,대구 남구 대명서로  42-4,-,True
88,수성구,2024-04-25,지산동 379-1,삼색,2.64,코숏,6개월 - 1살,암컷,양호,.,방사,2024-04-25,멘토동물병원,2024-04-29,지산동 379-1,-,False
89,중구,2024-04-25, 동덕로30길 45 ,삼색,3.08,코숏,1살,암컷,양호,.,방사,2024-04-25,대구시수의사회(삼덕),2024-04-28, 동덕로 122,-,True
90,달성군,2024-04-25,대구광역시 달성군 화원읍 명곡로 11 (명곡미래빌 1단지),노랑,4.3,코숏,1살,암컷,양호,양호,방사,2024-04-25,화원연합동물병원,2024-04-28,화원읍 명곡미래빌 1단지,-,True
91,북구,2024-04-24,북구 학정로 106,턱시도,3.7,코숏,1살,암컷,양호,2주항생제투여,방사,2024-04-24,강동물병원,2024-04-27,북구 학정로 106,-,False
92,북구,2024-04-24,북구 학정로 106,고등어,3.4,코숏,1살,수컷,양호,무,방사,2024-04-24,강동물병원,2024-04-25,북구 학정로 106,-,False
93,동구,2024-04-24,대구광역시 동구 팔공로 274,치즈,4.4,코숏,2살,수컷,양호,오렌지색 등,방사,2024-04-24,동대구동물의료센터,2024-04-26,대구광역시 동구 팔공로 274 (봉무동 이시아폴리스 더샵 2차),-,True
94,서구,2024-04-24,내당동 463-7,검정흰색,3.16,한국고양이,5살,암컷,치료요함,구내염,방사,2024-04-24,대구수의사회(아이펫),2024-04-27,내당동 463-7,-,False
95,달서구,2024-04-24,달서구 성서서로57,노랑흰색,4.1,코숏,3살,수컷,양호,없음,방사,2024-04-24,온누리동물병원,2024-04-25,달서구 성서서로57,-,False
96,북구,2024-04-24,북구 대현로10길27,검정+흰색,4.5,코숏,2살,암컷,양호,특이소견없음,방사,2024-04-24,북부동물병원,2024-04-27,북구 대현로10길 27,-,True
97,달서구,2024-04-24,대구광역시 달서구 장기로 116 (성당동 성남아파트),검은색 황색 흰색,2.8,코숏,2살,암컷,양호,없음,방사,2024-04-24,본리종합동물병원,2024-04-27,대구광역시 달서구 장기로 116 (성당동 성남아파트),-,False
98,달서구,2024-04-24,대구광역시 달서구 성서공단북로60길 6 (갈산동),노랑,4.7,코숏,2살,수컷,양호,없음,방사,2024-04-24,온누리동물병원,2024-04-25,달서구 성서공단북로60길6,-,True
99,달서구,2024-04-24,대구광역시 달서구 성서공단북로60길 6 (갈산동),노랑,4.5,코숏,2살,수컷,양호,없음,방사,2024-04-24,온누리동물병원,2024-04-25,달서구 성서공단북로60길6,-,True
100,서구,2024-04-24,서구 죽전길 126-58일대,흰색&검갈색,4.3,코숏,5살,수컷,치료요함,구내염치료,방사,2024-04-24,대구시수의사회(보경),2024-04-25,서구 죽전길 126-58일대,-,False
101,달서구,2024-04-23,달서구 진천로 16길 85,검정색 흰색 갈색,4.84,코숏,3살,수컷,양호,없음,방사,2024-04-24,애플동물병원,2024-04-25,달서구 진천로 16길 85,-,False
102,북구,2024-04-23,북구 대현로10길27,삼색,5.3,코숏,2살,암컷,치료요함,2주항생제,방사,2024-04-23,북부동물병원,2024-04-26,북구 대현로10길 27,-,True
103,달서구,2024-04-23,달서구 달구벌대로995,검정흰색,3.3,코숏,3살,암컷,양호,없음,방사,2024-04-23,온누리동물병원,2024-04-26,달서구 달구벌대로995,-,False
104,서구,2024-04-23,비산동 9-12,흰색에 흑갈색무늬,2.8,코숏,6개월 - 1살,수컷,양호,.,방사,2024-04-23,대구시수의사회(평리),2024-04-24,비산동 9-12,-,False
105,서구,2024-04-23,내당동 463-7,검회색 줄무늬,3.66,한국고양이,2살,수컷,양호,흰색 많음. 황색 조금.,방사,2024-04-23,대구수의사회(아이펫),2024-04-24,내당동 463-7,-,False
106,북구,2024-04-23,북구 연암로6,삼색,3.6,코숏,2살,암컷,양호,2주항생제,방사,2024-04-23,북부동물병원,2024-04-26,북구 연암로6,-,False
107,달성군,2024-04-23,다사읍 매곡로 7,백갈,5.0,한국고양이,2살,수컷,양호,.,방사,2024-04-23,119동물병원,2024-04-24,다사읍 매곡로 7,-,False
108,동구,2024-04-23,대구광역시 동구 팔공로 274 (봉무동 이시아폴리스 더샵 2차),검갈,3.3,코숏,1살,암컷,양호,고등어,방사,2024-04-23,동대구동물의료센터,2024-04-26,대구광역시 동구 팔공로 274,-,True
109,달서구,2024-04-23,달서구 성서공단북로60길6,노랑흰색,4.3,코숏,2살,수컷,양호,없음,방사,2024-04-23,온누리동물병원,2024-04-24,달서구 성서공단북로60길6,-,False
110,수성구,2024-04-23,청호로 438,턱시도,3.2,코숏,3살,암컷,양호,겁이 많은 성격,방사,2024-04-23,세인트동물병원,2024-04-26,청호로 438,-,False
111,수성구,2024-04-23,청호로 438,삼색이,3.4,코숏,1살,수컷,양호,조용한 성격,방사,2024-04-23,세인트동물병원,2024-04-24,청호로 438,-,False
112,수성구,2024-04-23,수성구 범물동 609,삼색,2.09,코숏,6개월 - 1살,암컷,양호,.,방사,2024-04-23,멘토동물병원,2024-04-26,범물동 609,-,True
113,달성군,2024-04-23,가창로 1037,흰갈,4.2,믹스,3살,수컷,양호,없음,방사,2024-04-23,동인동물병원,2024-04-25,가창로 1037,-,False
114,달성군,2024-04-23,가창로 1037,흰검갈,4.1,믹스,1살,암컷,양호,없음,방사,2024-04-23,동인동물병원,2024-04-26,가창로 1037	,-,True
115,중구,2024-04-23,삼덕1가 28-20,검갈,3.0,믹스,1살,암컷,양호,없음,방사,2024-04-23,대구시수의사회(동인),2024-04-26,삼덕1가 28-20,-,False
116,수성구,2024-04-23,수성구 범물동 609,흰 + 노랑,4.45,코숏,2살,수컷,양호,.,방사,2024-04-23,멘토동물병원,2024-04-24,범물동 609,-,True
117,중구,2024-04-23,중앙대로62길 31,흰색황색검정,3.66,코숏,1살,암컷,양호,.,방사,2024-04-23,대구시수의사회(삼덕),2024-04-26,중앙대로62길 31,-,False
118,동구,2024-04-23,대구광역시 동구 팔공로 274,흰 노,5.5,코숏,1살,수컷,양호,발은 흰털,방사,2024-04-23,동대구동물의료센터,2024-04-24,대구광역시 동구 팔공로 274,-,False
119,수성구,2024-04-23,들안로 48길 43,고등어,3.4,코숏,4살,암컷,양호,양호,방사,2024-04-23,신세계동물병원,2024-04-26,들안로 48길 43,-,False
120,달성군,2024-04-23,현풍도깨비시장,호피,4.0,코숏,3살,암컷,양호,사나움,방사,2024-04-23,현풍동물병원,2024-04-26,현풍도깨비시장,-,False
121,서구,2024-04-23,내당동 463-7,검회갈색 고등어,5.16,한국고양이,3살,수컷,치료요함,몸에 싸운 상처 많음,방사,2024-04-23,대구수의사회(아이펫),2024-04-24,내당동 463-7,-,False
122,서구,2024-04-23,서구 죽전길 126-58일대,흰색&갈색,3.6,코숏,2살,수컷,양호,.,방사,2024-04-23,대구시수의사회(보경),2024-04-24,서구 죽전길 126-58일대,-,False
123,서구,2024-04-23,서구 달서천로76길 10-1일대,흰색,4.4,코숏,2살,수컷,양호,.,방사,2024-04-23,대구시수의사회(보경),2024-04-24,서구 달서천로76길 10-1일대,-,False
124,중구,2024-04-23,동덕로 122 ,흰색검정,4.95,코숏,1살,수컷,양호,.,방사,2024-04-23,대구시수의사회(삼덕),2024-04-24,동덕로 122 ,-,False
125,달서구,2024-04-22,달서구 선원로33안길76,갈검색,4.5,코숏,7살,수컷,양호,없음,방사,2024-04-23,온누리동물병원,2024-04-24,달서구 선원로33안길76,-,False
126,달성군,2024-04-22,다사읍 매곡로 7,흑,4.0,한국고양이,1살,암컷,양호,.,방사,2024-04-22,119동물병원,2024-04-26,다사읍 매곡로 7,-,False
127,수성구,2024-04-22,지범로 54길 15,삼색,3.8,코숏,2살,암컷,양호,.,방사,2024-04-22,멘토동물병원,2024-04-25,지범로 54길 15,-,False
128,중구,2024-04-22,남문시장,흰색 검정,3.44,한국고양이,1살,암컷,양호,없슴,방사,2024-04-23,대구시수의사회(동산),2024-04-26,남문시장,-,False
129,중구,2024-04-22,남문시장,흰색 검정,4.69,한국고양이,4살,수컷,양호,없슴,방사,2024-04-22,대구시수의사회(동산),2024-04-23,남문시장,-,False
130,남구,2024-04-22,대구 남구  중앙대로 48길 20-2,흰색검정색회색,4.0,코숏,1살,수컷,양호,무,방사,2024-04-22,독사랑동물병원,2024-04-23,대구 남구 중앙대로 48길 20-2,-,True
131,달성군,2024-04-22,다사읍 세천로1길 151,갈백,6.0,한국고양이,2살,수컷,양호,.,방사,2024-04-22,119동물병원,2024-04-23,다사읍 세천로1길 151,-,False
132,서구,2024-04-22,중리동 1017-2,검정색,3.8,코숏,1살,수컷,양호,.,방사,2024-04-22,대구시수의사회(평리),2024-04-23,중리동 1017-2,-,False
133,서구,2024-04-22,당산로 41서길92,치즈,3.2,한국고양이,1살,암컷,양호,겁이 많음,방사,2024-04-22,대구시수의사회(삼성),2024-04-25,당산로41서길92,-,True
134,수성구,2024-04-22,무학로 189,고등어,4.84,코숏,7살,수컷,양호,왼쪽 팔 상처 콧등 상처,방사,2024-04-22,신세계동물병원,2024-04-23,무학로 189,-,False
135,달성군,2024-04-22,가창로 1037,흰검갈,4.0,믹스,3살,암컷,양호,없음,방사,2024-04-22,동인동물병원,2024-04-25,가창로 1037,-,False
136,중구,2024-04-22,동인1가 382-1,흰검갈,5.1,믹스,3살,수컷,양호,없음,방사,2024-04-22,대구시수의사회(동인),2024-04-22,중구 태평로 252,-,True
137,북구,2024-04-22,북구 대현로10길27,삼색,3.3,코숏,2살,암컷,치료요함,2주항생제,방사,2024-04-22,북부동물병원,2024-04-25,북구 대현로10길 27,-,True
138,수성구,2024-04-22,지산동 379-1,흰 + 검,7.0,코숏,3살,수컷,양호,.,방사,2024-04-22,멘토동물병원,2024-04-23,지산동 379-1,-,False
139,수성구,2024-04-22,들안로48길 43,치즈,3.42,코숏,2살,수컷,양호,.,방사,2024-04-22,허동물병원,2024-04-23,들안로48길 43,-,False
140,중구,2024-04-22,태왕아너스 후문,밤갈색,3.6,한국고양이,6개월 - 1살,수컷,양호,없슴,방사,2024-04-22,대구시수의사회(동산),2024-04-25,태왕아너스 후문,-,False
141,중구,2024-04-22,태왕아너스 후문,흰색 검정,2.8,한국고양이,4살,수컷,양호,없슴,방사,2024-04-22,대구시수의사회(동산),2024-04-25,태왕아너스 후문,-,False
142,서구,2024-04-22,서대구로18길34,흑갈,3.0,코숏,1살,암컷,양호, ,방사,2024-04-22,대구시수의사회(더펫),2024-04-25,	   서대구로18길34,-,True
143,달성군,2024-04-22,대구광역시 달성군 화원읍 화암로 7 ,흰검,3.8,코숏,1살,수컷,양호,양호,방사,2024-04-22,화원연합동물병원,2024-04-23,화원읍 화암로 7,-,True
144,서구,2024-04-22,비산동9-12,검정,3.2,코숏,1살,수컷,양호, ,방사,2024-04-22,대구시수의사회(더펫),2024-04-23,비산동9-12,-,False
145,달성군,2024-04-20,가창면 대일리 206,흰노,2.2,믹스,2살,수컷,양호,없음,방사,2024-04-20,동인동물병원,2024-04-22,가창면 대일리 206,-,False
146,달성군,2024-04-20,가창면 대일리 206,흰노,2.2,믹스,2살,수컷,양호,없음,방사,2024-04-20,동인동물병원,2024-04-22,가창면 대일리 206,-,False
147,서구,2024-04-20,서구 서대구로18길 34일대,치즈태비,3.1,코숏,2살,암컷,양호,.,방사,2024-04-20,대구시수의사회(보경),2024-04-23,서구 서대구로18길 34일대,-,False
148,서구,2024-04-20,큰장로19길 13-3,흰색+흑갈색,3.64,한국고양이,5살,암컷,치료요함,구내염으로 치아소실 많음. 꼬리끝 꺽임,방사,2024-04-20,대구수의사회(아이펫),2024-04-23,큰장로19길 13-3,-,False
149,남구,2024-04-19,대구광역시 남구 현충로24길 16 (대명동)	,흰색 황색,3.06,코숏,2살,수컷,양호,없음,방사,2024-04-19,리더스동물병원,2024-04-20,대구광역시 남구 현충로24길 16,-,True
150,수성구,2024-04-19,지범로 54길 15,삼색,3.04,코숏,6개월 - 1살,암컷,양호,.,방사,2024-04-19,멘토동물병원,2024-04-22,지범로 54길 15,-,False
151,달성군,2024-04-19,주리1길 52-24,흰갈,2.2,믹스,1살,암컷,양호,없음,방사,2024-04-19,동인동물병원,2024-04-22,주리1길 52-24,-,False
152,달성군,2024-04-19,가창로1037,흰갈,2.2,믹스,1살,수컷,양호,없음,방사,2024-04-19,동인동물병원,2024-04-21,가창로1037,-,False
153,달서구,2024-04-19,대구광역시 달서구 상인서로 94,갈색&흰색,4.28,코숏,3살,수컷,양호,없음,방사,2024-04-19,초록동물병원,2024-04-20,대구광역시 달서구 상인서로 94,-,False
154,서구,2024-04-19,서대구로5길34-1,검정,3.3,코숏,1살,암컷,양호, ,방사,2024-04-19,대구시수의사회(더펫),2024-04-22,서대구로5길34-1,-,False
155,달성군,2024-04-19,주리1길 52-24,흰갈,2.2,믹스,1살,수컷,양호,없음,방사,2024-04-19,동인동물병원,2024-04-21,주리1길 52-24,-,False
156,달서구,2024-04-19, 대구광역시 달서구 대명천로 250 (장기동 영남 네오빌 비스타),검은색,3.6,코숏,1살,암컷,양호,없음,방사,2024-04-19,본리종합동물병원,2024-04-22,대구광역시 달서구 대명천로 250 (장기동 영남 네오빌 비스타),-,True
157,동구,2024-04-19,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),치즈,2.2,코숏,1살,수컷,치료요함,노란줄무늬,종결,2024-04-19,동대구동물의료센터,-,-,입원중 사망,True
158,달성군,2024-04-19,다사읍 문양역5길 41,갈흑백,4.0,한국고양이,1살,암컷,양호,.,방사,2024-04-19,119동물병원,2024-04-22,다사읍 문양역5길 41,-,False
159,달성군,2024-04-19,테크노상업로 111 ,검정,4.0,코숏,3살,수컷,양호,사나움,방사,2024-04-19,현풍동물병원,2024-04-20,테크노상업로 111 ,-,False
160,수성구,2024-04-19,수성구 동대구로 52길 55,고등어태비,3.48,코숏,1살,수컷,양호,.,방사,2024-04-19,허동물병원,2024-04-20,수성구 동대구로 52길 55,-,False
161,수성구,2024-04-19,들안로48길 43,고등어흰색,3.38,코숏,6살,암컷,양호,.,방사,2024-04-19,허동물병원,2024-04-22,들안로48길 43,-,False
162,중구,2024-04-19,중구 서성로 13길 13,금색,3.76,한국고양이,4살,수컷,양호,없슴,방사,2024-04-19,대구시수의사회(동산),2024-04-20,중구 서성로 13길 13,-,False
163,수성구,2024-04-19,수성로 64길 42,고등어,3.96,코숏,3살,암컷,양호,양호,방사,2024-04-19,신세계동물병원,2024-04-22,수성로 64길42,-,True
164,중구,2024-04-19,동인 인쇄소 ,흰색 검정,4.34,한국고양이,4살,암컷,양호,없슴,방사,2024-04-19,대구시수의사회(동산),2024-04-23,동인 인쇄소,-,True
165,중구,2024-04-19,동인 인쇄소 ,삼색,3.8,한국고양이,3살,암컷,양호,없슴,방사,2024-04-20,대구시수의사회(동산),2024-04-23,동인 인쇄소,-,True
166,달성군,2024-04-19,다사읍 달구벌대로 893,흑,6.0,한국고양이,5살,수컷,양호,.,방사,2024-04-19,119동물병원,2024-04-20,다사읍 달구벌대로 893,-,False
167,중구,2024-04-19,동인 인쇄소 ,금색,4.25,한국고양이,4살,수컷,양호,없슴,방사,2024-04-19,대구시수의사회(동산),2024-04-20,동인 인쇄소,-,True
168,중구,2024-04-19,동덕로26길 18-9,흰색검정카키,6.48,코숏,1살,수컷,양호,.,방사,2024-04-19,대구시수의사회(삼덕),2024-04-20,동덕로26길 18-9,-,False
169,달서구,2024-04-18,달서구 호산동368-5,갈색흰색,4.1,코숏,1살,수컷,양호,없음,방사,2024-04-18,온누리동물병원,2024-04-19,달서구 호산동368-5,-,False
170,달서구,2024-04-18, 대구광역시 달서구 대명천로 250 (장기동 영남 네오빌 비스타),갈색 흰색,4.5,코숏,3살,수컷,양호,없음,방사,2024-04-18,본리종합동물병원,2024-04-19,대구광역시 달서구 대명천로 250 (장기동 영남 네오빌 비스타),-,True
171,남구,2024-04-18,대구광역시 남구 현충로24길 16 (대명동),흰색 검정,3.7,코숏,2살,수컷,양호,없음,방사,2024-04-18,리더스동물병원,2024-04-19,대구광역시 남구 현충로24길 16 (대명동)	,-,True
172,남구,2024-04-18,대구광역시 남구 장전5길 41 (대명동),치즈 태비,4.76,코숏,2살,수컷,양호,없음,방사,2024-04-18,리더스동물병원,2024-04-19,대구광역시 남구 장전5길 41 (대명동),-,False
173,달서구,2024-04-18,대구광역시 달서구 월곡로20길 25-15,검정&흰색,4.24,코숏,2살,수컷,양호,없음,방사,2024-04-18,초록동물병원,2024-04-19,대구광역시 달서구 월곡로20길 25-15,-,False
174,중구,2024-04-18,이천로 195-9 ,흰색검정카키,3.2,코숏,1살,암컷,양호,.,방사,2024-04-18,대구시수의사회(삼덕),2024-04-21,이천로 195-9,-,True
175,달서구,2024-04-18, 대구광역시 달서구 대명천로 250 (장기동 영남 네오빌 비스타),검은색 회색,4.3,코숏,3살,암컷,양호,없음,방사,2024-04-18,본리종합동물병원,2024-04-22,대구광역시 달서구 대명천로 250 (장기동 영남 네오빌 비스타),-,True
176,중구,2024-04-18,이천로 195-9 ,흰색검정카키,3.28,코숏,1살,암컷,양호,.,방사,2024-04-18,대구시수의사회(삼덕),2024-04-21,이천로 195-9 ,-,False
177,북구,2024-04-18,북구 작원길 24,고등어,3.6,코숏,1살,수컷,양호,무,방사,2024-04-18,강동물병원,2024-04-19,북구 작원길24,-,True
178,서구,2024-04-18,통학로46길39-18,삼색이,4.0,한국고양이,4살,암컷,양호,온순함,방사,2024-04-18,대구시수의사회(삼성),2024-04-22,통학로46길39-18,-,False
179,수성구,2024-04-18,범안로 77,흰 + 검 + 갈,4.0,코숏,6개월 - 1살,수컷,양호,.,방사,2024-04-18,멘토동물병원,2024-04-19,수성구 범안로 77,-,True
180,달서구,2024-04-18,월곡로53동길32,흰검갈,2.4,믹스,1살,암컷,양호,없음,방사,2024-04-18,동행동물병원,2024-04-22,월곡로53동길32,-,False
181,달성군,2024-04-18,주리1길 52-24,흰갈,3.6,믹스,1살,수컷,양호, 없음,방사,2024-04-18,동인동물병원,2024-04-20,주리1길 52-24,-,False
182,서구,2024-04-18,서대구로5길 34-1,검정흰색,3.04,한국고양이,1살,수컷,양호,턱시도,방사,2024-04-18,대구수의사회(아이펫),2024-04-19,서대구로5길 34-1,-,False
183,수성구,2024-04-18,수성로 64길 42,고등어,2.66,코숏,2살,암컷,양호,양호,방사,2024-04-18,신세계동물병원,2024-04-22,수성로 64길42,-,True
184,수성구,2024-04-18,수성구 189,흰색 고등어,2.1,코숏,6개월 - 1살,수컷,양호,양호,방사,2024-04-18,신세계동물병원,2024-04-19,수성구 189,-,False
185,서구,2024-04-18,서구 고성로 8-6일대,턱시도,5.1,코숏,2살,수컷,양호,.,방사,2024-04-18,대구시수의사회(보경),2024-04-19,서구 고성로 8-6일대,-,False
186,중구,2024-04-18,이천로 230-34,흰색검정,3.72,코숏,1살,수컷,양호,.,방사,2024-04-18,대구시수의사회(삼덕),2024-04-19,이천로 230-34,-,False
187,달성군,2024-04-18,대구광역시 달성군 화원읍 성화로4길 13 (화원태왕타운),노랑,2.3,코숏,1살,암컷,양호,양호,방사,2024-04-18,화원연합동물병원,2024-04-21,성화로 4길 13 태왕아파트 ,-,True
188,달성군,2024-04-18,대구광역시 달성군 화원읍 화암로 7 ,흰검,1.9,코숏,1살,암컷,양호,양호,방사,2024-04-18,화원연합동물병원,2024-04-21,화암로 7길 ,-,True
189,달성군,2024-04-18,대구광역시 달성군 화원읍 비슬로 2545 ,흰노,3.3,코숏,1살,수컷,양호,양호,방사,2024-04-18,화원연합동물병원,2024-04-19,화원읍 비슬로 2545,-,True
190,달성군,2024-04-18,대구광역시 달성군 화원읍 화암로 7 ,삼색,3.0,코숏,1살,암컷,양호,양호,방사,2024-04-18,화원연합동물병원,2024-04-21,화암로 7길 ,-,True
191,달성군,2024-04-18,대구광역시 달성군 화원읍 비슬로 2545 ,삼색,3.2,코숏,1살,암컷,양호,양호,방사,2024-04-18,화원연합동물병원,2024-04-21,화원읍 비슬로 2545,-,True
192,달성군,2024-04-18,대구광역시 달성군 화원읍 화암로 7 ,흰검,2.8,코숏,1살,수컷,양호,양호,방사,2024-04-18,화원연합동물병원,2024-04-19,화원읍 화암로 7,-,True
193,중구,2024-04-17,건들바위 네거리,금색,3.8,한국고양이,2살,암컷,양호,없슴,방사,2024-04-18,대구시수의사회(동산),2024-04-22,건들바위 네거리,-,False
194,중구,2024-04-17,건들바위 네거리,삼색,3.79,한국고양이,6개월 - 1살,암컷,양호,없슴,방사,2024-04-18,대구시수의사회(동산),2024-04-22,건들바위 네거리,-,False
195,서구,2024-04-17,서대구로18길 34,검정색,3.64,한국고양이,1살,수컷,양호,몸전체 검정색,방사,2024-04-17,대구수의사회(아이펫),2024-04-18,서대구로18길 34,-,False
196,서구,2024-04-17,서대구로32길 5-14,갈색태비,4.2,코숏,3살,수컷,양호,.,방사,2024-04-18,대구시수의사회(평리),2024-04-19,서대구로32길 5-14,-,False
197,중구,2024-04-17,중구 문우관길 30-12,삼색,2.46,한국고양이,4살,암컷,양호,없슴,방사,2024-04-22,대구시수의사회(동산),2024-04-25,중구 문우관길 30-12,-,False
198,수성구,2024-04-17,수성로 64길 42,삼색,2.7,코숏,6개월 - 1살,암컷,양호,양호,방사,2024-04-17,신세계동물병원,2024-04-20,수성로 64길42,-,True
199,달성군,2024-04-17,비슬로264길46-11,노랑흰색,4.0,믹스,1살,수컷,양호,없음,방사,2024-04-17,동행동물병원,2024-04-18,비슬로264길46-11,-,False
200,남구,2024-04-17,대구광역시 남구 현충로24길 16 (대명동),흰색 검정,2.56,코숏,1살,수컷,양호,없음,방사,2024-04-17,리더스동물병원,2024-04-18,대구광역시 남구 현충로24길 16 (대명동),-,False
201,남구,2024-04-17,대구광역시 남구 장전5길 41 (대명동),흰색,2.53,코숏,3살,암컷,치료요함,자궁축농증 피부염,방사,2024-04-17,리더스동물병원,2024-04-20,대구광역시 남구 장전5길 41,-,True
202,달성군,2024-04-17,비슬로264길46-11,검흰,2.5,믹스,1살,수컷,양호,없음,방사,2024-04-17,동행동물병원,2024-04-18,비슬로264길46-11,-,False
203,달서구,2024-04-17,달서구 진천로 16길 85,검은색 노랑색,4.16,코숏,6살,암컷,양호,임신,방사,2024-04-17,애플동물병원,2024-04-20,달서구 진천로 16길 85,-,False
204,서구,2024-04-17,북비산로49길 12,검회색 고등어,5.0,한국고양이,2살,수컷,양호,연한 갈색 섞임. 배쪽 흰색.,방사,2024-04-17,대구수의사회(아이펫),2024-04-18,북비산로49길 12,-,False
205,수성구,2024-04-17,수성로 64길 42,턱시도,4.66,코숏,5살,수컷,양호,등 쪽 상처,방사,2024-04-17,신세계동물병원,2024-04-18,수성로 64길42,-,True
206,달서구,2024-04-17,대구광역시 달서구 상인서로 94,삼색이,2.52,코숏,1살,암컷,양호,없음,방사,2024-04-17,초록동물병원,2024-04-20,대구광역시 달서구 상인서로 94,-,False
207,달서구,2024-04-17,대구광역시 달서구 월서로3길15,검정줄무늬,5.18,코숏,2살,수컷,양호,없음,방사,2024-04-17,초록동물병원,2024-04-18,대구광역시 달서구 월서로3길15,-,False
208,서구,2024-04-17,고성로8-6,호랑이태비,5.2,코숏,2살,수컷,양호, ,방사,2024-04-17,대구시수의사회(더펫),2024-04-18,고성로8-6,-,False
209,달성군,2024-04-17,가창로 1037,흰검갈,3.1,믹스,1살,암컷,양호,없음,방사,2024-04-17,동인동물병원,2024-04-20,가창로 1037,-,False
210,달성군,2024-04-17,가창로 1037,흰검갈,3.1,믹스,1살,암컷,양호,없음,방사,2024-04-17,동인동물병원,2024-04-20,가창로 1037,-,False
211,달성군,2024-04-17,가창로 1037,흰갈검,4.1,믹스,2살,암컷,양호,없음,방사,2024-04-17,동인동물병원,2024-04-20,가창로 1037,-,False
212,동구,2024-04-17,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),치즈,3.0,코숏,3살,암컷,치료요함,말랐음,방사,2024-04-17,동대구동물의료센터,2024-04-20,대구광역시 동구 팔공로53길 40,-,True
