,사업지역(시군구),포획일자,포획장소,털색,몸무게(kg),품종,연령,성별,건강상태,특이사항,상태,TNR일자,TNR병원,방사일자,방사장소,종결정보,장소일치여부
2320,동구,2023-09-22,대구시 동구 반야월북로 123,고등어,2.0,코숏,1살,수컷,양호,건강 양호,방사,2023-09-22,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,-,False
2321,달성군,2023-09-22,다사읍 달구벌대로 893,갈백,3.0,한국고양이,1살,수컷,양호,.,방사,2023-09-22,119동물병원,2023-09-23,대구 달성군 다사읍 달구벌대로 893,-,True
2322,수성구,2023-09-22,수성구 무학로 189,흰검,5.0,코숏,3살,수컷,양호,코 상처,방사,2023-09-22,허동물병원,2023-09-23,수성구 무학로 189,-,False
2323,중구,2023-09-22,대신동 협화맨션,삼색,3.01,한국고양이,2살,암컷,양호,없슴,방사,2023-09-22,대구시수의사회(동산),2023-09-25,대신동 협화맨션,-,False
2324,달성군,2023-09-22,테크노중앙대로 326-55 인근,삼색,3.0,코숏,1살,암컷,양호,없음,방사,2023-09-22,현풍동물병원,2023-09-25,테크노중앙대로 326-55 인근,-,False
2325,달성군,2023-09-22,테크노중앙대로 326-55 인근,흰색,4.0,코숏,1살,수컷,양호,없음,방사,2023-09-22,현풍동물병원,2023-09-23,테크노중앙대로 326-55 인근,-,False
2326,북구,2023-09-22,관음동로 15길8,턱시도,3.5,코숏,1살,수컷,양호,무.방사사진  포획일 오기,방사,2023-09-22,강동물병원,2023-09-23,관음동로 15길8,-,False
2327,동구,2023-09-22,대구광역시 동구 아양로 6길 69,흰 노,5.4,코숏,3살,수컷,양호,흰털이 많음,방사,2023-09-22,동대구동물의료센터,2023-09-23,대구광역시 동구 아양로 6길 69,-,False
2328,수성구,2023-09-22,들안로 42안길 16,흰색 치즈,3.7,코숏,3살,수컷,양호,양호,방사,2023-09-22,신세계동물병원,2023-09-23,들안로 42안길 16,-,False
2329,수성구,2023-09-22,들안로 42안길 16,고등어,5.28,코숏,7살,수컷,양호,양호,방사,2023-09-22,신세계동물병원,2023-09-23,들안로 42안길 16,-,False
2330,중구,2023-09-22,달구벌대로 1943,검정 흰색,3.84,한국고양이,0 - 6개월,수컷,양호,없슴,방사,2023-09-22,대구시수의사회(동산),2023-09-25,달구벌대로 1943,-,False
2331,동구,2023-09-21,대구시 동구 반야월북로 123,블랙,3.88,코숏,2살,수컷,양호,잠복고환. 오른쪽 잠복인데.복강안까지 확인해도 고환이 없음. ,방사,2023-09-21,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,-,False
2332,수성구,2023-09-21,청수로 2-15,흰 갈 ,6.0,코숏,2살,수컷,양호,없음,방사,2023-09-21,예스동물병원,2023-09-22,청수로 2-15,-,False
2333,동구,2023-09-21,대구시 동구 반야월북로 123,치즈,2.0,코숏,1살,수컷,양호,건강 양호,방사,2023-09-21,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,-,False
2334,동구,2023-09-21,대구시 동구 반야월북로 123,고등어,3.88,코숏,1살,수컷,양호,건강 양호,방사,2023-09-21,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,-,False
2335,달성군,2023-09-21,현풍서로64,검은색/갈색,2.0,믹스,1살,수컷,양호,없음,방사,2023-09-21,동행동물병원,2023-09-23,현풍서로64,-,False
2336,달서구,2023-09-21,대구시 달서구 야외음악당로 11길 56,노란색,3.8,코숏,2살,수컷,양호,노란색 줄무늬,방사,2023-09-21,두류동물병원,2023-09-22,야외음악당로 11길 56,-,True
2337,북구,2023-09-21,관음동로 15길8,삼색,2.7,코숏,1살,암컷,양호,2주항생제투여,방사,2023-09-21,강동물병원,2023-09-25,관음동로 15길8,-,False
2338,달서구,2023-09-21,대구광역시 달서구 앞산순환로51길 69,노랑줄무늬,5.52,코숏,2살,수컷,양호,없음,방사,2023-09-21,초록동물병원,2023-09-22,대구광역시 달서구 앞산순환로51길 69,-,False
2339,수성구,2023-09-21,수성구 무학로 189,검정,4.44,코숏,2살,수컷,양호,.,방사,2023-09-21,허동물병원,2023-09-22,수성구 무학로 189,-,False
2340,중구,2023-09-21,국채보상로 743,흰갈,4.1,믹스,2살,암컷,양호,없음,방사,2023-09-21,대구시수의사회(동인),2023-09-24,국채보상로 743,-,False
2341,수성구,2023-09-21,대구광역시 수성구 동원로 30-1,치즈,2.9,한국고양이,2살,수컷,양호,얌전함,방사,2023-09-21,금강동물병원,2023-09-22,동원로30-1,-,True
2342,수성구,2023-09-21,동원로30-1,삼색이,2.2,한국고양이,2살,암컷,양호,얌전함,방사,2023-09-21,금강동물병원,2023-09-25,동원로30-1,-,False
2343,수성구,2023-09-21,청호로,불랙,2.6,코숏,1살,암컷,양호,순한편 귀여운 얼굴,방사,2023-09-21,세인트동물병원,2023-09-25,청호로,-,False
2344,달성군,2023-09-21,다사읍 서재로 152,흑갈,4.0,한국고양이,2살,암컷,양호,.,방사,2023-09-21,119동물병원,2023-09-24,다사읍 서재로152,-,True
2345,동구,2023-09-21,대구시 동구 반야월북로 123,태비,3.3,코숏,1살,암컷,양호,건강 양호,방사,2023-09-21,앨리스동물병원,2023-09-25,대구시 동구 반야월북로 123,-,False
2346,달성군,2023-09-21,테크노중앙대로 326-55 인근,턱시도,2.0,코숏,1살,수컷,양호,없음,방사,2023-09-21,현풍동물병원,2023-09-22,테크노중앙대로 326-55 인근,-,False
2347,동구,2023-09-21,대구시 동구 반야월북로 123,카오스,2.36,코숏,1살,암컷,양호,건강 양호,방사,2023-09-21,앨리스동물병원,2023-09-25,대구시 동구 반야월북로 123,-,False
2348,수성구,2023-09-21,수성구 파동로 16길 11,삼색,2.2,코숏,6개월 - 1살,암컷,양호,.,방사,2023-09-21,허동물병원,2023-09-25,수성구 파동로 16길 11,-,False
2349,수성구,2023-09-21,수성구 파동로 16길 11,고등어태비,2.16,코숏,6개월 - 1살,수컷,양호,.,방사,2023-09-21,허동물병원,2023-09-22,수성구 파동로 16길 11,-,False
2350,군위군,2023-09-21,군위읍 동부리,검정색,4.4,코숏,2살,수컷,양호,검정색,방사,2023-09-21,군위종합동물병원,2023-09-22,군위읍 동부리,-,False
2351,동구,2023-09-20,대구광역시 동구 아양로 6길 69,카오스,3.6,코숏,1살,암컷,양호,카오스,방사,2023-09-20,동대구동물의료센터,2023-09-23,대구광역시 동구 아양로 6길 69,-,False
2352,달성군,2023-09-20,현풍서로64,검은색노란색,2.1,믹스,1살,암컷,양호,없음,방사,2023-09-20,동행동물병원,2023-09-23,현풍서로64,-,False
2353,동구,2023-09-20,대구시 동구 반야월북로 123,삼색이,2.1,코숏,1살,암컷,양호,건강 양호,방사,2023-09-20,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,-,False
2354,동구,2023-09-20,대구시 동구 반야월북로 123,젖소,3.48,코숏,1살,암컷,양호,건강 양호,방사,2023-09-20,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,-,False
2355,달서구,2023-09-20,대구시 달서구 중흥로 5길 40,노란색,4.1,코숏,2살,수컷,양호,노란색 줄무늬,방사,2023-09-20,두류동물병원,2023-09-21,중흥로 5길 40,-,True
2356,달서구,2023-09-20,대구시 달서구 중흥로 5길 40,흰색  검은색,5.5,코숏,2살,수컷,양호,흰색 바탕에 검은색 반점,방사,2023-09-20,두류동물병원,2023-09-21,중흥로 5길 40,-,True
2357,서구,2023-09-20,통학로46길39-18,흑갈백,2.5,코숏,1살,암컷,양호,  ,방사,2023-09-20,대구시수의사회(더펫),2023-09-23,통학로46길39-18,-,False
2358,달서구,2023-09-20,대구시 달서구 대명천로 16길 73-1,갈색 검은색,2.0,코숏,1살,암컷,양호,검은색 털에 갈색 반점,방사,2023-09-20,두류동물병원,2023-09-23,달서구 성당동 대명천로 16길 73-1,-,True
2359,수성구,2023-09-20,들안로32길74-16,치즈,2.5,한국고양이,2살,수컷,양호,순함,방사,2023-09-20,금강동물병원,2023-09-21,들안로32길74-16,-,False
2360,달서구,2023-09-20,대구시 달서구 야외음악당로 11길 56,회색 검은색 줄무늬,4.3,코숏,3살,수컷,양호,고등어 무늬 형태,방사,2023-09-20,두류동물병원,2023-09-21,야외음악당로 11길 56,-,True
2361,동구,2023-09-20,대구광역시 동구 아양로 6길 69,회갈색,3.8,코숏,1살,수컷,양호,회갈색,방사,2023-09-20,동대구동물의료센터,2023-09-21,대구광역시 동구 아양로 6길 69,-,False
2362,수성구,2023-09-20,수성구 용학로 316,고등어태비,3.06,코숏,1살,수컷,양호,.,방사,2023-09-20,허동물병원,2023-09-21,수성구 용학로 316,-,False
2363,동구,2023-09-20,대구시 동구 반야월북로 123,블랙,2.08,코숏,1살,수컷,양호,건강 양호,방사,2023-09-20,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,-,False
2364,수성구,2023-09-20,수성구 용학로 316,삼색,2.28,코숏,6개월 - 1살,암컷,양호,.,방사,2023-09-20,허동물병원,2023-09-23,수성구 용학로 316,-,False
2365,달성군,2023-09-20,테크노중앙대로 326-55 인근,고등어,3.0,코숏,1살,암컷,양호,없음,방사,2023-09-20,현풍동물병원,2023-09-23,테크노중앙대로 326-55 인근,-,False
2366,북구,2023-09-20,관음동로 15길8,고등어,2.1,코숏,1살,암컷,양호,2주항생제투여,방사,2023-09-20,강동물병원,2023-09-23,관음동로 15길8,-,False
2367,동구,2023-09-20,대구시 동구 반야월북로 123,삼색태비,3.98,코숏,2살,암컷,양호,건강 양호,방사,2023-09-20,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,-,False
2368,동구,2023-09-20,대구시 동구 반야월북로 123,삼색이,2.0,코숏,1살,암컷,양호,건강 양호,방사,2023-09-20,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,-,False
2369,북구,2023-09-20,북구 연암로6,노랑 +흰색,3.0,코숏,2살,암컷,양호,2주 항생제,방사,2023-09-20,북부동물병원,2023-09-23,북구 연암로6,-,False
2370,중구,2023-09-20,대구광역시 중구 동덕로 122 (삼덕동2가),흰색황색검정,2.98,코숏,1살,암컷,양호,.,방사,2023-09-20,대구시수의사회(삼덕),2023-09-23,대구광역시 중구 동덕로 122 (삼덕동2가),-,False
2371,달성군,2023-09-20,다사읍 달구벌대로 893,갈백,2.0,한국고양이,1살,수컷,양호,.,방사,2023-09-20,119동물병원,2023-09-21,대구 달성군 다사읍 달구벌대로 893,-,True
2372,중구,2023-09-20,남문시장,금색 흰색,2.76,한국고양이,2살,암컷,양호,없슴,방사,2023-09-20,대구시수의사회(동산),2023-09-24,남문시장,-,False
2373,서구,2023-09-20,서구 가르뱅이로 102-30일대,삼색,2.8,코숏,2살,암컷,양호,.,방사,2023-09-20,대구시수의사회(보경),2023-09-23,서구 가르뱅이로 102-30일대,-,False
2374,서구,2023-09-20,상리동 201,고등어태비,4.0,한국고양이,1살,암컷,양호,겁이 많음,종결,2023-09-20,대구시수의사회(삼성),-,-,수술 후 사망,True
2375,군위군,2023-09-20,소보면 송원리,고동색 노란색 흰색,2.9,코숏,0 - 6개월,암컷,양호,고동색 노란색 흰색,방사,2023-09-20,군위종합동물병원,2023-09-23,소보면 송원리,-,False
2376,수성구,2023-09-20,청호로,블랙,4.0,코숏,2살,수컷,양호,굉장히 예민함 난폭한 성격,방사,2023-09-20,세인트동물병원,2023-09-21,청호로,-,False
2377,달서구,2023-09-19,대구시 달서구 중흥로 5길40,흰색회검색 얼룩무늬,2.05,코숏,1살,암컷,양호,없음,방사,2023-09-20,세림종합동물병원,2023-09-23,대구시 달서구 중흥로 5길40,-,False
2378,달서구,2023-09-19,대구시 달서구 중흥로 5길 40,흰색노랑검정색,3.78,코숏,1살,암컷,양호,없음,방사,2023-09-20,세림종합동물병원,2023-09-23,대구시 달서구 중흥로 5길40,-,True
2379,북구,2023-09-19,관음동로 15길8,호랑이,3.4,코숏,1살,암컷,양호,2주항생제투여,방사,2023-09-19,강동물병원,2023-09-22,관음동로 15길8,-,False
2380,수성구,2023-09-19,들안로 52길 44-1,흰 검 ,3.8,코숏,3살,암컷,양호,없음,방사,2023-09-19,예스동물병원,2023-09-22,들안로 52길 ,-,True
2381,동구,2023-09-19,대구광역시 동구 아양로 6길 69,고등어,2.9,코숏,2살,암컷,양호,난소 혹,방사,2023-09-19,동대구동물의료센터,2023-09-22,대구광역시 동구 아양로 6길 69,-,False
2382,서구,2023-09-19,큰장로 109-15,황갈검회색 줄무늬,2.62,한국고양이,6개월 - 1살,암컷,양호,꼬리끝 꺽임. 고등어,방사,2023-09-19,대구수의사회(아이펫),2023-09-22,큰장로 109-15,-,False
2383,동구,2023-09-19,대구시 동구 반야월북로 123,치즈,3.26,코숏,1살,암컷,양호,건강 양호,방사,2023-09-19,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,-,False
2384,달성군,2023-09-19,현풍서로64,회색,3.0,믹스,1살,암컷,양호,없음,방사,2023-09-19,동행동물병원,2023-09-23,현풍서로64,-,False
2385,달성군,2023-09-19,현풍서로64,검은색,2.5,믹스,1살,수컷,양호,없음,방사,2023-09-19,동행동물병원,2023-09-20,현풍서로64,-,False
2386,달성군,2023-09-19,걸미1길 10-1,노랑,2.3,믹스,1살,수컷,양호,없음,방사,2023-09-19,동행동물병원,2023-09-20,걸미1길 10-1,-,False
2387,달성군,2023-09-19,노이6길19,흰색 검은색,3.0,믹스,3살,암컷,양호,없음,방사,2023-09-19,동행동물병원,2023-09-22,노이6길19,-,False
2388,동구,2023-09-19,대구시 동구 반야월북로 123,턱시도,2.44,코숏,1살,암컷,양호,건강 양호,방사,2023-09-19,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,-,False
2389,동구,2023-09-19,대구시 동구 반야월북로 123,턱시도,2.6,코숏,1살,암컷,양호,건강 양호,방사,2023-09-19,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,-,False
2390,달서구,2023-09-19,월곡로 51길 78,갈색검은색흰색,4.2,믹스,2살,수컷,양호,없음,방사,2023-09-19,동행동물병원,2023-09-20,월곡로 51길 78,-,False
2391,서구,2023-09-19,비산동 778-2,삼색,3.2,코숏,1살,암컷,양호,.,방사,2023-09-19,대구시수의사회(평리),2023-09-22,비산동 778-2,-,False
2392,달서구,2023-09-19,대구시 달서구 중흥로 5길 40,검은색 흰색,4.1,코숏,3살,암컷,양호,검은색 등에 배쪽 흰색,방사,2023-09-19,두류동물병원,2023-09-22,달서구 중흥로 5길 40,-,True
2393,달서구,2023-09-19,대구시 달서구 대명천로 16길 73-1,흰색검정색,2.83,코숏,2살,수컷,양호,없음,방사,2023-09-19,세림종합동물병원,2023-09-20,대구시 달서구 대명천로 16길 73-1,-,False
2394,달서구,2023-09-19,대구시 달서구 대명천로 16길 73-1,검정색흰색,4.61,코숏,3살,암컷,양호,없음,방사,2023-09-19,세림종합동물병원,2023-09-22,대구시 달서구 대명천로16길73-1,-,True
2395,달서구,2023-09-19,대구시 달서구 대명천로16길 73-1,검정색,2.89,코숏,1살,수컷,양호,없음,방사,2023-09-19,세림종합동물병원,2023-09-20,대구시 달서구 대명천로 16길 73-1,-,True
2396,남구,2023-09-19,대구광역시 남구 성당로 162-1 (대명동),고등어 태비,2.58,코숏,1살,암컷,양호,없음,방사,2023-09-19,리더스동물병원,2023-09-22,대구광역시 남구 성당로 162-1 (대명동)	,-,True
2397,수성구,2023-09-19,들안로32길 74-16,삼색이,4.0,한국고양이,3살,암컷,양호,사나움,방사,2023-09-19,금강동물병원,2023-09-22,들안로32길 74-16,-,False
2398,남구,2023-09-19,대구광역시 남구 성당로 162-1 (대명동),고등어 태비,2.45,코숏,1살,암컷,양호,없음,방사,2023-09-19,리더스동물병원,2023-09-22,대구광역시 남구 성당로 162-1 (대명동)	,-,True
2399,동구,2023-09-19,대구시 동구 반야월북로 123,치즈,6.72,코숏,2살,수컷,양호,건강 양호,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,-,False
2400,동구,2023-09-19,대구시 동구 반야월북로 123,삼색이,2.54,코숏,1살,암컷,양호,건강 양호,방사,2023-09-19,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,-,False
2401,남구,2023-09-19,대구 남구 봉덕로 23길 14-3,검은색흰색,6.1,코숏,3살,수컷,양호,무,방사,2023-09-19,독사랑동물병원,2023-09-20,대구 남구 봉덕로 23길 14-3,-,False
2402,동구,2023-09-19,대구시 동구 반야월북로 123,턱시도,4.88,코숏,1살,수컷,양호,건강 양호,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,-,False
2403,달성군,2023-09-19,테크노북로164 인근,고등어,2.0,코숏,1살,암컷,양호,없음,방사,2023-09-19,현풍동물병원,2023-09-22,테크노북로164 인근,-,False
2404,서구,2023-09-19,달성공원로 13,치즈태비,3.5,한국고양이,6개월 - 1살,암컷,양호,흰색 많음.,방사,2023-09-19,대구수의사회(아이펫),2023-09-22,달성공원로 13,-,False
2405,동구,2023-09-19,대구시 동구 반야월북로 123,치즈,3.02,코숏,1살,수컷,양호,건강 양호,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,-,False
2406,수성구,2023-09-19,수성구 용학로 316,노랑,5.0,코숏,5살,수컷,양호,.,방사,2023-09-19,멘토동물병원,2023-09-22,수성구 용학로 316,-,False
2407,수성구,2023-09-19,수성구 용학로 316,검 + 노랑,2.74,코숏,6개월 - 1살,암컷,양호,.,방사,2023-09-19,멘토동물병원,2023-09-22,수성구 용학로 316,-,False
2408,동구,2023-09-19,대구시 동구 반야월북로 123,치즈,3.6,코숏,1살,수컷,양호,건강 양호,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,-,False
2409,동구,2023-09-19,대구광역시 동구 아양로 6길 69,삼색,2.0,코숏,4살,암컷,치료요함,심하게 말랐음,방사,2023-09-19,동대구동물의료센터,2023-09-22,대구광역시 동구 아양로 6길 69,-,False
2410,동구,2023-09-19,대구시 동구 반야월북로 123,블랙,5.28,코숏,2살,수컷,양호,왼쪽 눈 백탁,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,-,False
2411,수성구,2023-09-19,들안로 32길 74-16,흰색 고등어,4.86,코숏,6살,수컷,양호,콧등상처,방사,2023-09-19,신세계동물병원,2023-09-20,들안로 32길 74-16,-,False
2412,중구,2023-09-19,대신동 똘이막창,검정 흰색,4.0,한국고양이,3살,암컷,양호,없슴,방사,2023-09-19,대구시수의사회(동산),2023-09-22,대신동 똘이막창,-,False
2413,군위군,2023-09-19,군위읍 동부리,노란색,2.8,코숏,0 - 6개월,수컷,양호,노란색 갈색,방사,2023-09-19,군위종합동물병원,2023-09-20,군위읍 동부리,-,False
2414,중구,2023-09-19,대구광역시 중구 명륜로22안길 33 (대봉동),흰색황색검정,2.79,코숏,1살,암컷,양호,.,방사,2023-10-19,대구시수의사회(삼덕),2023-10-22,대구광역시 중구 명륜로22안길 33 (대봉동),-,False
2415,중구,2023-09-19,대신동 센트럴 자이,밤갈색,3.54,믹스,3살,암컷,양호,없슴,방사,2023-09-19,대구시수의사회(동산),2023-09-22,대신동 센트럴 자이,-,False
2416,중구,2023-09-19,대신동 센트럴 자이,검정 흰색,3.78,한국고양이,2살,암컷,양호,없슴,방사,2023-09-19,대구시수의사회(동산),2023-09-22,대신동 센트럴 자이,-,False
2417,군위군,2023-09-19,우보면 나호리,노란색,2.5,코숏,0 - 6개월,암컷,양호,노란색 흰색,방사,2023-09-19,군위종합동물병원,2023-09-22,우보면 나호리,-,False
2418,달서구,2023-09-18,상원로180-5,노랑흰색,4.0,믹스,2살,수컷,양호,야간포획획,방사,2023-09-19,동행동물병원,2023-09-20,상원로180-5,-,False
2419,동구,2023-09-18,대구시 동구 반야월북로 123,카오스,3.44,코숏,1살,암컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,-,False
2420,서구,2023-09-18,원대로13길36-15,흑갈백,3.0,코숏,1살,암컷,치료요함, 콧물,방사,2023-09-18,대구시수의사회(더펫),2023-09-21,원대로13길36-15,-,False
2421,남구,2023-09-18,대구 남구 봉덕로 23길 14-3,흰색검정색,2.5,코숏,6개월 - 1살,수컷,양호,무,방사,2023-09-18,독사랑동물병원,2023-09-19,대구 남구 봉덕로 23길 14-3,-,False
2422,서구,2023-09-18,문화로32,삼색이,4.0,한국고양이,2살,암컷,양호,겁이 많음,방사,2023-09-18,대구시수의사회(삼성),2023-09-21,문화로32,-,False
2423,동구,2023-09-18,대구시 동구 반야월북로 123,고등어,3.5,코숏,1살,암컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,-,False
2424,군위군,2023-09-18,군위읍 동부리,흰색 검정 노랑,3.1,코숏,0 - 6개월,암컷,양호,흰색 옅은갈색 검정색 3색 고양이,방사,2023-09-18,군위종합동물병원,2023-09-19,군위읍 동부리,-,False
2425,동구,2023-09-18,대구광역시 동구 아양로 6길 69,삼색,3.3,코숏,2살,암컷,양호,이마에 검은 점,방사,2023-09-18,동대구동물의료센터,2023-09-21,대구광역시 동구 아양로 6길 69,-,False
2426,동구,2023-09-18,대구광역시 동구 아양로 6길 69,삼색,3.4,코숏,2살,암컷,양호,연한 삼색,방사,2023-09-18,동대구동물의료센터,2023-09-21,대구광역시 동구 아양로 6길 69,-,False
2427,동구,2023-09-18,대구시 동구 반야월북로 123,고등어,3.1,코숏,1살,수컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-19,대구시 동구 반야월북로 123,-,False
2428,동구,2023-09-18,대구시 동구 반야월북로 123,고등어,3.04,코숏,1살,암컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,-,False
2429,동구,2023-09-18,대구시 동구 반야월북로 123,삼색고등어,2.14,코숏,1살,암컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,-,False
2430,동구,2023-09-18,대구시 동구 반야월북로 123,턱시도,4.28,코숏,2살,수컷,양호,몸무게 많이 나감. ,방사,2023-09-18,앨리스동물병원,2023-09-19,대구시 동구 반야월북로 123,-,False
2431,서구,2023-09-18,서대구로 298,흰갈색,2.9,코숏,1살,암컷,양호,.,방사,2023-09-18,대구시수의사회(평리),2023-09-21,서대구로 298,-,False
2432,북구,2023-09-18,북구 연암로6,삼색,4.8,코숏,3살,암컷,양호,2주 항생제,방사,2023-09-18,북부동물병원,2023-09-21,북구 연암로6,-,False
2433,수성구,2023-09-18,동원로30-1,삼색이,2.4,한국고양이,2살,암컷,양호,얌전함,방사,2023-09-18,금강동물병원,2023-09-21,동원로30-1,-,False
2434,동구,2023-09-18,대구시 동구 반야월북로 123,고등어,2.4,코숏,1살,수컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-19,대구시 동구 반야월북로 123,-,False
2435,동구,2023-09-18,대구시 동구 반야월북로 123,젖소,2.68,코숏,1살,수컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-19,대구시 동구 반야월북로 123,-,False
2436,수성구,2023-09-18,동원로30-1,삼색이,2.2,한국고양이,2살,암컷,양호,얌전함,방사,2023-09-18,금강동물병원,2023-09-21,동원로30-1,-,False
2437,동구,2023-09-18,대구시 동구 반야월북로 123,턱시도,3.02,코숏,1살,수컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-19,대구시 동구 반야월북로 123,-,False
2438,동구,2023-09-18,대구시 동구 반야월북로 123,고등어,2.16,코숏,1살,암컷,양호,건강양호,방사,2023-09-18,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,-,False
2439,수성구,2023-09-18,수성구 청수로 2-15,흰색 고등어,4.06,코숏,2살,수컷,치료요함,꼬리 끝 부상,방사,2023-09-18,신세계동물병원,2023-09-27,청수로 2-15,-,True
2440,수성구,2023-09-18,수성구 무학로 189,고등어 태비,4.58,코숏,7살,수컷,양호,양호,방사,2023-09-18,신세계동물병원,2023-09-19,무학로 189,-,True
2441,동구,2023-09-18,대구시 동구 반야월북로 123,블랙,2.92,코숏,1살,수컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-19,대구시 동구 반야월북로 123,-,False
2442,동구,2023-09-18,대구시 동구 반야월북로 123,고등어,2.22,코숏,1살,암컷,양호,건강 양호,방사,2023-09-18,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,-,False
2443,중구,2023-09-18,중앙대로58길 18,검정 흰색,4.34,한국고양이,4살,수컷,양호,없슴,방사,2023-09-18,대구시수의사회(동산),2023-09-19,중앙대로 58길 18,-,True
2444,중구,2023-09-18,중앙대로 58길 18,삼색,4.0,한국고양이,3살,암컷,양호,없슴,방사,2023-09-18,대구시수의사회(동산),2023-09-22,중앙대로 58길 18,-,False
2445,중구,2023-09-18,명륜로 22길 49-4,밤색,2.6,한국고양이,0 - 6개월,수컷,양호,없슴,방사,2023-09-18,대구시수의사회(동산),2023-09-19,명륜로 22길 49-4,-,False
2446,중구,2023-09-18,명륜로 22길 49-4,검정 흰색,2.1,한국고양이,0 - 6개월,수컷,양호,없슴,방사,2023-09-18,대구시수의사회(동산),2023-09-19,명륜로 22길 49-4,-,False
2447,군위군,2023-09-18,군위읍 서부리,노란색,2.8,코숏,0 - 6개월,수컷,양호,노란색 갈색,방사,2023-09-18,군위종합동물병원,2023-09-19,군위읍 서부리,-,False
2448,중구,2023-09-17,대구광역시 중구 달구벌대로443길 62-10 (삼덕동3가),흰색황색검정,3.28,코숏,1살,암컷,양호,.,방사,2023-09-17,대구시수의사회(삼덕),2023-09-20,대구광역시 중구 달구벌대로443길 62-10 (삼덕동3가),-,False
2449,수성구,2023-09-16,동원로30-1,치즈,3.0,한국고양이,2살,수컷,양호,순함,방사,2023-09-16,금강동물병원,2023-09-18,동원로30-1,-,False
2450,군위군,2023-09-16,소보면 송원리,노란색,2.8,코숏,0 - 6개월,수컷,양호,노란색 갈색,방사,2023-09-16,군위종합동물병원,2023-09-17,소보면 송원리,-,False
2451,수성구,2023-09-16,수성구 수성로 71,흰검,3.24,코숏,7살,수컷,양호,콧등상처구내염심함,방사,2023-09-16,허동물병원,2023-09-18,수성로 71,-,True
2452,서구,2023-09-16,북비산로 240,흰색 + 황갈검회색,2.66,한국고양이,6개월 - 1살,암컷,양호,삼색,방사,2023-09-16,대구수의사회(아이펫),2023-09-19,북비산로 240,-,False
2453,수성구,2023-09-15,동원로30-1,치즈,3.6,한국고양이,3살,암컷,양호,온순함,방사,2023-09-15,금강동물병원,2023-09-18,동원로30-1,-,False
2454,북구,2023-09-15,동암로 38길12,치즈,4.9,코숏,1살,수컷,양호,2주항생제투여,방사,2023-09-15,강동물병원,2023-09-16,동암로38길12,-,True
2455,수성구,2023-09-15,수성로 35길 23,흰갈 ,4.0,코숏,2살,암컷,양호,없음 ,방사,2023-09-15,예스동물병원,2023-09-18,수성로 35길 23,-,False
2456,달서구,2023-09-15,대구광역시 달서구 앞산순환로51길 69,삼색이,3.71,코숏,2살,암컷,양호,없음,방사,2023-09-15,초록동물병원,2023-09-18,대구광역시 달서구 앞산순환로51길 69,-,False
2457,북구,2023-09-15,동암로 38길12,흰색,3.0,코숏,1살,암컷,양호,2주항생제투여,방사,2023-09-15,강동물병원,2023-09-18,동암로38길12,-,True
2458,달성군,2023-09-15,논공읍 걸미1길 10-1,검정노랑,3.5,믹스,1살,암컷,양호,없음,방사,2023-09-15,동행동물병원,2023-09-18,걸미1길 10-1,-,True
2459,달성군,2023-09-15,논공읍 걸미1길 10-1,갈색 노란색,3.0,믹스,1살,암컷,양호,없음,방사,2023-09-15,동행동물병원,2023-09-18,논공읍 걸미1길 10-1 ,-,True
