,종류,공고번호,발견장소,특징,성별,상태
12544,광주-북구-2024-00119,북구 참판로 160..,없음,수컷,중성화,코숏|검
12548,광주-광산-2024-00182,광산구 비아로 95..,없음,암컷,방사,코숏|노.검.흰
12552,경기-남양주-2024-00871,다산로 407번길 ..,없음,수컷,방사,ksh|검정&흰색
12556,경북-상주-2024-00484,경상북도 상주시 함..,무,암컷,방사,코리안숏헤어|삼색냥
12560,경기-광주-2024-00640,광주시 수레실길 1..,길고양이,수컷,방사,한국고양이|고등어색
12564,경기-남양주-2024-00874,경춘낚시터,없음,암컷,방사,ksh|검은색 갈색 흰색
12568,서울-중랑-2024-00304,염광아파트,없음,수컷,방사,코숏|검정
12572,서울-중랑-2024-00308,염광아파트,없음,수컷,방사,코숏|노랑
12576,서울-동대문-2024-00179,전농로29길 102..,임신. 수술사진 날..,암컷,방사,K.C.|삼색
12580,전북-정읍-2024-00511,북면연지길33-2,없음,수컷,방사,한국고양이|W
12584,경기-남양주-2024-00873,경춘낚시터,없음,수컷,방사,ksh|노란색 흰색
12588,광주-광산-2024-00181,광산구 비아로24번..,없음,수컷,방사,코숏|노.흰
12592,경기-광주-2024-00642,광주시 수레실길 1..,길고양이,수컷,방사,한국고양이|검백색
12596,서울-중구-2024-00134,을지로 20길 42..,.,수컷,방사,한국고양이|갈색
12600,경남-진해-2024-00254,(원포동)명제로 6..,없음,암컷,방사,한국고양이|검정 흰색
12604,경북-상주-2024-00478,경상북도 상주시 발..,무,수컷,방사,코리안숏헤어|턱시도
12608,경북-울진-2024-00065,경상북도 울진군 금..,길고양이,암컷,방사,한국고양이|노란색
12612,경북-상주-2024-00477,경상북도 상주시 함..,왼쪽 앞다리 상처-..,수컷,방사,코리안숏헤어|치즈태비
12616,경기-광주-2024-00644,광주시 하열미길 5..,길고양이,암컷,방사,한국고양이|노랑색
12620,광주-북구-2024-00115,북구 동문대로 63..,없음,수컷,방사,코숏|흰.노
12624,광주-서구-2024-00172,화정동 1391,없음,암컷,방사,"코숏|흰,갈,노"
12628,경기-광주-2024-00647,도척면 마도로 15..,.,암컷,방사,"한국고양이|노랑,흰색 무늬"
12632,부산-강서-2024-00002,장락길 19,강서 2,수컷,방사,믹스|검.흰
12636,서울-중구-2024-00109,을지로 20길 42..,.,수컷,방사,한국고양이|갈색&흰색
12640,서울-노원-2024-00195,태능골프장,.,수컷,방사,코숏|흰검
12644,제주-제주-2024-01140,애월읍 광상로 30..,없음,수컷,방사,"한국고양이|검은색,흰색"
12648,경기-광주-2024-00636,광주시 새말길 15..,길고양이,암컷,방사,한국고양이|고등어색
12652,서울-중구-2024-00108,을지로 20길 42..,.,수컷,방사,한국고양이|검정&흰색&갈색
12656,서울-중랑-2024-00303,염광아파트,자궁축농증,암컷,방사,코숏|흰색검정줄무늬
12660,경기-남양주-2024-00914,한강우성아파트,없음,수컷,방사,ksh|고등어&흰색
12664,경기-의왕-2024-00130,골잿맛길 20,없음,수컷,방사,코숏|젖소
12668,광주-광산-2024-00176,광산구 우산로95번..,없음,암컷,방사,코숏|흰.검
12672,부산-강서-2024-00013,장락길 19,강서 13,암컷,방사,믹스|검.흰.회
12676,제주-제주-2024-01164,한림읍 한림로 38..,없음,수컷,방사,한국고양이|고등어
12680,서울-광진-2024-00174,자양로44길97,없음,수컷,방사,코숏|노랑
12684,경기-남양주-2024-00875,경춘낚시터,없음,수컷,방사,ksh|노란색 흰색
12688,경기-광주-2024-00643,광주시 순암로 49..,길고양이,수컷,방사,한국고양이|고등어색
12692,서울-노원-2024-00193,태능골프장,.,수컷,방사,코숏|고등어
12696,경남-마산-2024-00572,(산호동)합포동3길..,초음파 수술된 개체..,암컷,,한국고양이|노랑 회색 흰색
12700,경기-광주-2024-00645,광주시 하열미길 5..,길고양이,수컷,방사,한국고양이|노랑색
12704,경남-마산-2024-00577,(구암동)구암북12..,없음,수컷,방사,한국고양이|흰색 연갈색
12708,충남-천안-2024-00540,번영로 278-11..,없음,암컷,방사,"젖소|흰색,검정색"
12712,경남-진해-2024-00257,(북부동)북부동 2..,없음,암컷,방사,한국고양이|검정 흰색
12716,경기-의왕-2024-00129,고천 나구역 재개발..,없음,암컷,방사,코숏|치즈
12720,서울-노원-2024-00197,월계청백아파트,방사지연 : 우천,암컷,방사,코숏|흰검
12724,서울-동작-2024-00214,상도로22길 34-..,사나움,수컷,방사,한국고양이|흰/검정
12728,전남-목포-2024-00028,통일대로119번길1..,28번,수컷,방사,코숏|흰/고등어
12732,전남-목포-2024-00029,통일대로119번길1..,29번,수컷,방사,코숏|치즈
12736,경기-성남-2024-00290,신흥동 5542-3..,없음,수컷,방사,DSH|턱시도
12740,경기-부천-2024-00273,(소사구) 송내동 ..,고등어,수컷,방사,한국길고양이|고등어
12744,서울-동작-2024-00215,등용로8길 5-14..,사나움,수컷,방사,KSH|검정색.흰색
12748,경기-양평-2024-00338,경기도 양평군 개군..,매우 깨끗한 상태이..,수컷,방사,한국|황백
12752,경기-광명-2024-00241,경기도 광명시 철산..,없음,암컷,방사,코리안숏헤어|고등어
12756,경기-부천-2024-00270,(소사구) 중동로 ..,삼색이,암컷,방사,한국길고양이|삼색이
12760,서울-은평-2024-00232,은평터널로 9길 1..,-,암컷,방사,코숏|노랑하양
12764,경기-광명-2024-00240,경기도 광명시 철산..,비루(콧물) 추가 ..,수컷,방사,코리안숏헤어|치즈
12768,경기-부천-2024-00269,(소사구) 중동로 ..,블랙,수컷,방사,한국길고양이|블랙
12772,서울-은평-2024-00234,은평터널로 169-..,-,암컷,방사,코숏|검정
12776,경기-수원-2024-00258,파장동 347-1,등쪽 열상/열상 부..,수컷,방사,코숏|고등어
12780,경기-양평-2024-00337,경기도 양평군 개군..,몸에 상처나 부착물..,암컷,방사,한국|흑백
12784,경기-부천-2024-00267,(소사구) 경인로 ..,고등어,수컷,방사,한국길고양이|고등어
12788,경기-양평-2024-00343,경기도 양평군 개군..,안구에 염증이 있음..,수컷,방사,한국|백황
12792,경기-양평-2024-00342,경기도 양평군 개군..,수컷으로서도  매우..,수컷,방사,한국|흑백
12796,경기-용인-2024-00898,아곡로 51-7_0..,없음,암컷,방사,코숏|카오스
12800,경기-부천-2024-00266,(소사구) 중동로 ..,젖소,수컷,방사,한국길고양이|젖소
12804,경기-용인-2024-00896,아곡로 51-7_0..,없음,수컷,방사,코숏|치즈
12808,서울-용산-2024-00207,효창공원,없음,수컷,방사,"길고양이|갈색, 흰색"
12812,경기-성남-2024-00301,분당구 쇳골북로32..,없음,암컷,방사,한국고양이|삼색
12816,경기-양평-2024-00340,경기도 양평군 개군..,진드기 붙어있어 제..,수컷,방사,한국|황색
12820,서울-성동-2024-00137,자동차시장1길91,없음,암컷,방사,KSH|회색/흰색
12824,경기-성남-2024-00302,분당구 쇳골북로32..,없음,암컷,방사,한국고양이|삼색
12828,경기-성남-2024-00289,수정구 모란로 23..,없음,수컷,방사,DSH|검정
12832,서울-은평-2024-00229,은평로 12길 7-..,-,수컷,방사,코숏|하양노랑
12836,경기-광명-2024-00238,경기도 광명시 옥길..,없음,암컷,방사,코리안숏헤어|턱시도
12840,경기-용인-2024-00948,경기도 용인시 삼성..,",",암컷,방사,KSH|고등어
12844,전남-목포-2024-00027,신흥로45번길13,27번,수컷,방사,코숏|흰/고등어
12848,서울-마포-2024-00160,월드컵북로 38가길..,없음,수컷,방사,코숏|검은줄무늬
12852,서울-마포-2024-00163,월드컵북로 38가길..,없음,암컷,방사,코숏|삼색
12856,서울-마포-2024-00162,월드컵북로 38가길..,없음,암컷,방사,코숏|삼색
12860,경기-수원-2024-00256,파장동 347-1,.,수컷,방사,코숏|노랑점박이
12864,서울-도봉-2024-00089,무수골,이상없음,수컷,방사,한국고양이|고등어
12868,인천-계양-2024-00121,효성동 하나아파트,의뢰인이 포획,수컷,방사,한국고양이|검회색/백색
12872,충북-청주-2024-00981,강서동 36-8,없음,암컷,방사,코숏|검정 흰색
12876,경기-부천-2024-00263,(원미구) 장말로 ..,치즈,수컷,방사,한국길고양이|치즈
12880,경기-수원-2024-00254,파장동 347-1,.,수컷,방사,코숏|치즈태비
12884,서울-은평-2024-00226,연서로 17길 40..,-,수컷,방사,코숏|오렌지노랑
12888,경기-부천-2024-00261,(원미구) 장말로 ..,삼색이,암컷,방사,한국길고양이|삼색이
12892,서울-은평-2024-00227,은평터널로 9길 1..,-,암컷,방사,코숏|하양검정
12896,경기-안성-2024-00302,미리내성지로 299..,없음,수컷,방사,한국|노랑
12900,경남-고성-2024-00750,영오면 양산4길 1..,사나움,수컷,방사,"한국 고양이|흰색,검은색ㄷ"
12904,경기-부천-2024-00260,(원미구) 소향로 ..,고등어,수컷,방사,한국길고양이|고등어
12908,서울-은평-2024-00225,연서로 17길 37..,-,수컷,방사,코숏|검정하양
12912,경기-양평-2024-00492,경기도 양평군 옥천..,이상없음으로 중성화..,암컷,방사,코리아 숏헤어|고등어
12916,경기-수원-2024-00253,파장동 347-1,.,수컷,방사,코숏|치즈태비
12920,대전-유성-2024-00171,유성대로 783번길..,"자궁축농증, 복막염..",암컷,방사,KSH|흑백색
12924,경기-양평-2024-00493,경기도 양평군 옥천..,이상없음으로 중성화..,암컷,방사,코리아 숏헤어|고등어
12928,경남-함양-2024-00113,경남 함양군 마천면..,온순,수컷,방사,한국고양이|노랑색
12932,제주-서귀포-2024-00406,안덕면 감산중로 3..,젖소,수컷,방사,코리안숏헤어|검/흰
12936,경기-화성-2024-00856,우정읍 화곡로 39..,없음,암컷,방사,코숏|치즈
12940,경기-화성-2024-00857,우정읍 화곡로 39..,없음,수컷,방사,코숏|치즈
12944,경기-부천-2024-00258,(소사구) 경인로 ..,고등어,수컷,방사,한국길고양이|고등어
12948,경기-안산-2024-00560,수암길 38-1,없음,암컷,방사,한국고양이|흰삼
12952,충북-청주-2024-00959,봉평메밀막국수,가슴 배 부위 흰 ..,수컷,방사,코숏|흰+노
12956,경기-부천-2024-00257,(소사구) 경인로 ..,고등어,수컷,방사,한국길고양이|고등어
12960,대구-서구-2024-00128,내당동 463-7,구내염,암컷,방사,"한국고양이|검정,흰색"
12964,경기-부천-2024-00256,(소사구) 경인로 ..,고등어,수컷,방사,한국길고양이|고등어
12968,제주-서귀포-2024-00409,대정읍 안성리 45..,카오스,암컷,방사,코리안숏헤어|카오스
12972,대구-북구-2024-00096,북구 학정로 106..,무,수컷,방사,코셧|고등어
12976,제주-서귀포-2024-00408,안덕면 서광남로 1..,카오스,암컷,방사,코리안숏헤어|카오스
12980,충북-청주-2024-00980,운천동 741,없음,수컷,방사,코숏|검정 갈색 흰색
12984,경기-부천-2024-00255,(원미구) 중동로 ..,고등어,수컷,방사,한국길고양이|고등어
12988,제주-서귀포-2024-00407,안덕면 감산중로 3..,삼색고양이,암컷,방사,코리안숏헤어|삼색
12992,경남-남해-2024-00068,경남 남해군 미조면..,없음,수컷,방사,한국고양이|흑색회색
12996,경남-남해-2024-00067,경남 남해군 미조면..,없음,수컷,방사,한국고양이|황색흰색
13000,경기-고양-2024-00474,관산동244(호숙)..,,수컷,방사,코숏|치즈
13004,경남-진주-2024-00666,신안로126번길37..,흰갈검,암컷,방사,코리안숏헤어|흰갈검
13008,제주-제주-2024-00972,애월해안로494,없음,수컷,방사,한국고양이|턱시도
13012,경기-고양-2024-00468,관산동244(호숙)..,,암컷,방사,코숏|고등어
13016,경남-양산-2024-00182,그린공단4길15-6..,검정,수컷,방사,코숏|검정
13020,경기-안산-2024-00549,별망로195,없음,암컷,방사,코숏|삼색이
13024,경남-함양-2024-00109,함양군 수동면 효리..,예민함,암컷,방사,한국고양이|흰색/검정색
13028,서울-강북-2024-00266,덕릉로48길29-8..,이상없음,수컷,방사,태국고양이|샴고양이
13032,경기-시흥-2024-00313,과림동384-9,약간순함,수컷,방사,코숏|흰+고등어
13036,서울-강북-2024-00269,도봉로10가길17,이상없음,암컷,방사,한국고양이|흰/검
13040,강원-동해-2024-00046,부곡5길31-1,.,수컷,방사,한국 고양이 |검흰
13044,충북-청주-2024-00976,죽암도원로 198-..,없음,수컷,방사,코숏|검정 흰색
13048,서울-강북-2024-00268,덕릉로48길29-8..,이상없음,암컷,방사,한국고양이|흰/검
13052,대구-달서-2024-00213,달서구 성서서로57..,없음,수컷,방사,"코숏|노랑,흰색"
13056,인천-남동-2024-00238,인천 남동구 논현고..,"윗입술 턱밑 흰색,..",수컷,방사,ksh|회색 검정 흰색
13060,충북-청주-2024-01069,파티벌룬,없음,암컷,방사,코숏|검정 흰색
13064,경기-남양주-2024-00855,용정리288-2,"사나움,진통제 투여..",암컷,방사,k.c.|삼색
13068,경북-상주-2024-00488,구향로 31-42,무,수컷,방사,ksh|치즈태비
13072,경북-상주-2024-00495,구향로 31-42,무,암컷,방사,ksh|삼색
13076,인천-동구-2024-00063,솔빛로54번길,새끼낳지못하게 포획..,암컷,방사,한국고양이|노랑+흰색
13080,세종-세종-2024-00227,[30050] 세종..,없음,수컷,방사,220-50|흰+노랑
13084,대구-달서-2024-00207,대구광역시 달서구 ..,없음,암컷,방사,KSH|검은색 황색 흰색
13088,경북-상주-2024-00493,구향로 31-42,무,수컷,방사,ksh|치즈태비
13092,경기-남양주-2024-00856,진관리907-25,"사나움,진통제 투여..",암컷,방사,k.c.|삼색
13096,경북-상주-2024-00494,구향로 31-42,무,수컷,방사,"ksh|노랑,흰색"
13100,경기-파주-2024-00279,월롱초교길 45-6..,특이사항 없음,수컷,방사,코리아|턱시도
13104,제주-서귀포-2024-00431,표선백사로46,고등어,수컷,방사,한국|고등어
13108,인천-서구-2024-00450,서구 오류동1457..,없음,수컷,방사,코숏|젖소
13112,전북-정읍-2024-00499,입암 만신길83,없음,수컷,방사,코숏|흰색.노랑
13116,경기-파주-2024-00289,영태리 883,없음,암컷,방사,코숏|삼색
13120,인천-서구-2024-00451,서구 오류동1457..,없음,수컷,방사,코숏|턱시도
13124,전북-정읍-2024-00498,입암 만신길83,없음,암컷,방사,"코숏|검정,노랑.흰색"
13128,경남-남해-2024-00069,경남 남해군 서면 ..,없음,암컷,방사,한국고양이|삼색
13132,경북-상주-2024-00492,구향로 31-42,무,암컷,방사,ksh|치즈태비
13136,전북-정읍-2024-00493,대흥1길13,임신초기,암컷,방사,한국고양이|검.백줄무늬
13140,울산-동구-2024-00120,전하동 이편한세상 ..,순함,암컷,방사,"코숏|흰,노"
13144,인천-강화-2024-00277,인천광역시 강화군 ..,검은코,수컷,방사,코숏|검은색
13148,경남-진주-2024-00707,대아 후문,-,수컷,방사,코숏|고등어.흰색
13152,제주-제주-2024-01054,한림읍 한림로 14..,치즈,수컷,방사,코숏|치즈
13156,강원-동해-2024-00047,송정 중앙로 61-..,.,암컷,방사,한국 고양이 |고등어
13160,제주-제주-2024-01055,애월읍 애원로 70..,흰/검,수컷,방사,코숏|흰/검
13164,전북-군산-2024-00305,나포면 서지길 12..,.,수컷,방사,코리안숏헤어|고등어
13168,강원-고성-2024-00146,강원특별자치도 고성..,없음,암컷,방사,한국고양이|삼색
13172,제주-제주-2024-01053,한림읍 한림로 14..,고등어,수컷,방사,코숏|고등어
13176,울산-울주-2024-00285,남천로 228 옆 ..,얼룩이,암컷,방사,한국고양이|얼룩이
13180,경남-양산-2024-00188,원동면신주신정윗길7..,검정노랑흰색,암컷,방사,코숏|검정노랑흰색
13184,경남-거제-2024-00538,아주 이편한 1단지..,없음,수컷,방사,코숏|노랑
13188,경기-양평-2024-00489,경기도 양평군 옥천..,이상없음으로 중성화..,수컷,방사,코리아 숏헤어|검흰
13192,서울-중구-2024-00115,칠패로 37,귀진드기종합접종,수컷,방사,한국고양이|흰색노랑
13196,서울-영등포-2024-00101,영등포로 76길 3..,마취후 임신 확인,암컷,포획,한국고양이|고등어색
13200,경기-양평-2024-00488,경기도 양평군 서종..,이상없음으로 중성화..,수컷,방사,코리아 숏헤어|치즈
13204,인천-서구-2024-00449,서구 모월곶로41 ..,없음,수컷,방사,코숏|젖소
13208,서울-중구-2024-00116,약수하이츠,경산묘,암컷,방사,한국고양이|삼색
13212,경남-통영-2024-00194,이순신 공원,없음,수컷,방사,코숏|흰색 노란색
13216,제주-제주-2024-01095,조천 우회로 984..,.,수컷,방사,"코숏|갈색, 흰색"
13220,경기-오산-2024-00195,대원로39번길,없음,암컷,방사,코숏|턱시도
13224,대구-서구-2024-00129,서구 죽전길 126..,구내염치료,수컷,방사,코숏|흰색&검갈색
13228,경남-창녕-2024-00570,창서2길11,없음,암컷,방사,한국고양이|흰색
13232,경기-오산-2024-00194,은계동,없음,수컷,방사,코숏|흰색/재색
13236,충북-진천-2024-00132,문화로 237-19..,특이사항없음,암컷,방사,한국고양이|태비 앤화이트
13240,전북-군산-2024-00308,평화길 119,없음,수컷,방사,코리안숏헤어|치즈
13244,세종-세종-2024-00248,[30027] 세종..,없음,암컷,방사,214-90|갈색줄무늬
13248,충북-음성-2024-00091,충청북도 음성군 음..,없음,수컷,방사,코리안숏헤어|흰검
13252,충남-천안-2024-00613,미나릿길 39-3,없음,수컷,방사,코숏|치즈
13256,세종-세종-2024-00226,[30021] 세종..,없음,수컷,방사,216-88|노랑줄무늬
13260,전북-남원-2024-00329,인월,TNR 대상,수컷,방사,한국 고양이|갈색
13264,경기-안성-2024-00300,통심길 91-24,없음,암컷,방사,한국|검정/흰색
13268,경기-평택-2024-00363,평택시 팽성읍 농성..,노랑,수컷,방사,코리안숏헤어|노랑
13272,충북-진천-2024-00131,장관2길 139 1..,특이사항없음,수컷,방사,한국고양이|바이컬러
13276,충남-부여-2024-00207,국사로129번길 9..,없음,암컷,방사,코숏|고등어
13280,경남-창녕-2024-00573,창서2길11,없음,암컷,방사,한국고양이|노랑+검정줄
13284,경기-평택-2024-00379,동청2길 5-4,조금 예민,암컷,방사,코숏|고등어
13288,대전-서구-2024-00092,매노동 290-4,,수컷,방사,"KSH|회색, 백색"
13292,서울-강동-2024-00151,천호대로 200길 ..,사나움,수컷,방사,"코숏|흰,검"
13296,경남-창녕-2024-00564,낙동로463,없음,암컷,방사,한국고양이|검정+노랑
13300,대전-서구-2024-00093,매노동 290-4,,수컷,방사,KSH|오렌지테비
13304,경남-의령-2024-00068,용덕면 용암로 90..,없음,수컷,방사,"k,s|흰,검"
13308,충남-공주-2024-00181,공주시 사곡면 마곡..,길고양이,수컷,방사,한국고양이|검/황/백
13312,경남-함안-2024-00234,함안연꽃태마공원 주..,노란색털. 흰색털...,암컷,방사,고등어태비|노란색털. 흰색털. 진노란색털의 빗살무늬
13316,경남-창녕-2024-00566,낙동로463,없음,수컷,방사,한국고양이|검정+흰색
13320,서울-마포-2024-00124,마래푸101동옆(아..,건간검진특이없음/약..,수컷,방사,코숏|고등어
13324,서울-마포-2024-00125,마래푸101동옆(아..,건간건진특이없음/약..,암컷,방사,코숏|흰치즈
13328,충남-공주-2024-00178,공주시 신풍면 봉갑..,길고양이,수컷,방사,한국고양이|검/회/백
13332,충남-공주-2024-00180,공주시 신풍면 봉갑..,길고양이,수컷,방사,한국고양이|검/회/백
13336,경남-진주-2024-00668,금곡로 259-4,"흰,노랑",암컷,방사,코리안숏헤어|흰.노랑
13340,경남-진주-2024-00781,일사로499번길14..,보통,수컷,방사,코숏|노란 흰색
13344,충남-서천-2024-00098,충남 서천군 한산면..,목걸이 착용,수컷,방사,믹스묘|얼룩무늬
13348,광주-광주광역시-2024-00584,서구 송풍로7번길 ..,없음,암컷,방사,코숏|검.노.흰
13352,대전-대덕-2024-00129,읍내동450-20,,암컷,방사,코숏|황백
13356,부산-영도-2024-00049,대평로 9,영도 49,수컷,방사,믹스|황.흰
13360,전북-정읍-2024-00505,농소동27-4,없음,암컷,방사,한국고양이|삼색
13364,전북-정읍-2024-00507,북면연지길33-2,없음,수컷,방사,한국고양이|G
13368,경남-마산-2024-00568,(봉암동)봉암북7길..,없음,수컷,방사,한국고양이|흰색 노랑
13372,경남-진해-2024-00243,(북부동)웅천로 1..,없음,수컷,방사,한국고양이|검정 갈색
13376,부산-강서-2024-00005,가락대로 1449번..,강서 5,수컷,방사,믹스|황.흰
13380,경기-광주-2024-00633,광주시 수레실길 1..,길고양이,수컷,방사,한국고양이|검백색
13384,부산-영도-2024-00052,대평로 9,영도 52,암컷,방사,믹스|검.갈
13388,전남-나주-2024-00113,나주시봉황면빛가람동..,약간 사나움,암컷,방사,한국고양이|갈검흰
13392,부산-영도-2024-00053,대평로 9,영도 53,암컷,방사,믹스|검.흰.회
13396,경북-상주-2024-00459,경상북도 상주시 함..,무,수컷,방사,코리안숏헤어|치즈태비
13400,서울-성북-2024-00154,성북동330-356..,무,암컷,방사,야생|흰검
13404,광주-서구-2024-00170,쌍촌동 951-2,없음,수컷,방사,"코숏|흰,검"
13408,충남-천안-2024-00499,성환18길25 퓨전..,없음,수컷,방사,치즈|치즈
13412,부산-강서-2024-00011,장락길 19,강서 11,수컷,방사,믹스|검정
13416,부산-강서-2024-00006,가락대로 1449번..,강서 6,수컷,방사,믹스|황.흰
13420,서울-광진-2024-00166,자양로44길97,없음,수컷,방사,코숏|흰색
13424,광주-광주광역시-2024-00576,북구 서방로159번..,없음,암컷,방사,코숏|흰.검.노
13428,서울-노원-2024-00188,한글비석로24바길2..,.,암컷,방사,코숏|고등어
13432,대전-대덕-2024-00130,읍내동405-20,,수컷,방사,코숏|황
13436,부산-북구-2024-00016,화명 낙천대A,북구 107,수컷,방사,믹스|검.회
13440,경북-상주-2024-00456,경상북도 상주시 발..,무,수컷,방사,코리안숏헤어|코리안숏헤어
13444,광주-동구-2024-00091,동구 학동 양명요양..,없음,암컷,방사,코숏|검.갈
13448,부산-북구-2024-00017,화명 롯데카이저A,북구 108,암컷,방사,믹스|검.흰.회
13452,서울-중랑-2024-00298,용마산로136가길3..,없음,암컷,방사,코숏|흰색검정
13456,광주-서구-2024-00169,죽봉대로 22번길 ..,없음,수컷,방사,"코숏|흰,노"
13460,경남-마산-2024-00569,(합성동)합성북2길..,초음파 임신 확인 ..,암컷,,한국고양이|연갈색 검정
13464,충남-천안-2024-00497,동남구 신부8길 2..,없음,수컷,방사,"젖소|흰색,검정색"
13468,서울-동대문-2024-00173,휘경 빗물 펌프장,구내염,수컷,방사,코숏|턱시도
13472,경남-고성-2024-00794,영오면 영회로 74..,.,수컷,방사,한국고양이|치즈
13476,서울-노원-2024-00190,한글비석로24바길2..,.,수컷,방사,코숏|흰검
13480,서울-성북-2024-00151,성북로28길17 일..,무,암컷,방사,야생|흰검
13484,광주-동구-2024-00088,동구 충장동 학생회..,없음,수컷,방사,코숏|검.흰
13488,광주-광산-2024-00173,광산구 우산로95번..,없음,암컷,방사,코숏|갈.검
13492,광주-서구-2024-00171,쌍촌동 951-2,없음,암컷,방사,"코숏|흰,검"
13496,제주-제주-2024-01139,한림읍 월림리 20..,없음,암컷,방사,"한국고양이|흰색,황색검은색줄무늬"
13500,경북-상주-2024-00458,경상북도 상주시 함..,무,암컷,방사,코리안숏헤어|삼색냥
13504,부산-영도-2024-00045,파랑새어린이집,영도 45,수컷,방사,믹스|황
13508,경북-상주-2024-00460,경상북도 상주시 인..,무,수컷,방사,코리안숏헤어|코리안숏헤어
13512,부산-영도-2024-00047,파랑새어린이집,영도 47,수컷,방사,믹스|황
13516,서울-노원-2024-00191,산장파크빌,.,수컷,방사,코숏|고등어
13520,경북-상주-2024-00461,경상북도 상주시 인..,무,암컷,방사,코리안숏헤어|고등어 치즈 태비
13524,부산-북구-2024-00012,화명 낙천대A,북구 103,암컷,방사,믹스|검.흰
13528,서울-광진-2024-00168,자양로44길97,없음,수컷,방사,코숏|검정
13532,서울-성북-2024-00152,성북동330-356..,무,암컷,방사,야생|흰검갈
13536,경남-진해-2024-00242,(북부동)웅천로 1..,폐사,수컷,,한국고양이|갈색 검정 흰색
13540,부산-북구-2024-00013,화명 낙천대A,북구 104,수컷,방사,믹스|검.흰
13544,경기-광주-2024-00632,광주시 남한산성로 ..,길고양이,암컷,방사,한국고양이|고등어색
13548,부산-강서-2024-00003,가락대로 1449번..,강서 3,수컷,방사,믹스|검정
13552,광주-동구-2024-00100,동구 학동 양명요양..,없음,수컷,방사,코숏|검.갈
13556,충남-아산-2024-00968,배방 공수길 102..,없음,암컷,방사,젖소|삼색
13560,경남-진해-2024-00245,(제덕동)동일아파트..,없음,수컷,방사,한국고양이|검정 갈색
13564,경남-진해-2024-00251,(북부동)북부동 2..,없음,암컷,방사,한국고양이|흰색 검정 노랑
13568,서울-광진-2024-00169,자양로44길97,콧물,암컷,방사,코숏|노랑
13572,서울-강동-2024-00188,길동 397-2,없음,수컷,방사,코숏|노랑.흰색
13576,경남-거창-2024-00399,거창읍대평리중동주유..,경계심함,미상,방사,코슈|연노랑색 힌색
13580,서울-중구-2024-00114,약수하이츠,마취후임신확인,암컷,방사,한국고양이|흰색노랑
13584,경기-용인-2024-00880,구성로 105-15..,없음,암컷,방사,코숏|고등어
13588,서울-강서-2024-00156,화곡동 978-17..,1-85,암컷,방사,KSH|반고등어
13592,전북-군산-2024-00298,나포면 뜰아름길 8..,없음,수컷,방사,코리안숏헤어|고등어
13596,경기-의정부-2024-00286,비우로 99번길,기생충약,수컷,방사,ksh|회색줄무늬
13600,서울-양천-2024-00267,곰달래로30,없음,수컷,방사,코숏|고등어
13604,서울-양천-2024-00241,가로공원로60길15..,사나움,암컷,방사,한국고양이|흰/검정
13608,경기-용인-2024-00879,구성동 행정복지센터..,없음,암컷,방사,코숏|삼색
13612,경기-용인-2024-00865,구성로 64-12_..,없음,암컷,방사,코숏|삼색
13616,경기-용인-2024-00875,구성로64번길 11..,없음,암컷,방사,코숏|고등어
13620,경기-용인-2024-00866,구성로 64-12_..,없음,암컷,방사,코숏|삼색
13624,경기-용인-2024-00874,구성로64번길 11..,없음,암컷,방사,코숏|카오스
13628,서울-강서-2024-00155,화곡동 978-17..,1-84,수컷,방사,"KSH|흰색, 검정"
13632,경기-시흥-2024-00304,과림동384-9,순함,수컷,방사,코숏|검정
13636,경기-용인-2024-00870,구성로 64-12_..,없음,수컷,방사,코숏|치즈
13640,경기-시흥-2024-00311,과림동384-9,약간순함,암컷,방사,코숏|삼색이
13644,경기-용인-2024-00871,구성로 64-12_..,없음,암컷,방사,코숏|삼색
13648,서울-송파-2024-00476,올림픽공원/88,임신,암컷,방사,DSH|white/khaki
13652,서울-노원-2024-00179,한글비석로585(9..,양호,수컷,방사,ksh|고등어
13656,경기-용인-2024-00873,구성로 64-4_0..,임신으로 인한 미수..,암컷,,코숏|치즈
13660,경기-성남-2024-00287,중원구 갈현로 31..,없음,수컷,방사,DSH|노랑(치즈)
13664,서울-양천-2024-00265,목동6단지,없음,암컷,방사,코숏|삼색이
13668,경기-남양주-2024-00852,별내 청학리 용암도..,없음,수컷,방사,KSH|검정갈색줄
13672,경기-화성-2024-00843,장안면 노진길 14..,없음,수컷,방사,코숏|고등어
13676,경기-화성-2024-00838,장안면 노진길 14..,없음,암컷,방사,코숏|삼색
13680,서울-용산-2024-00203,효창공원,없음,수컷,방사,"길고양이|갈색, 흰색"
13684,서울-송파-2024-00482,가락시장,없음,암컷,방사,코숏|삼색
13688,인천-남동-2024-00237,인천 남동구 석산로..,주둥이 흰색원형 바..,암컷,방사,ksh|검정 흰색
13692,인천-동구-2024-00062,우각로 재개발지역,새끼낳지못하게 포획..,암컷,방사,한국고양이|카오스
13696,인천-계양-2024-00097,인천광역시 계양구 ..,순한 편,수컷,방사,한국고양이|흰황점박
13700,대구-북구-2024-00094,북구 대현로10길2..,2주항생제,암컷,방사,코숏|삼색
13704,경기-화성-2024-00836,장안면 노진길 14..,없음,암컷,방사,"코숏|갈,흰"
13708,경기-안산-2024-00559,실록 2길 29 (..,없음,암컷,방사,한국고양이|흰삼
