,사업지역(시군구),포획일자,포획장소,몸무게(kg),성별,상태,TNR일자,TNR병원,방사일자,방사장소,방사포획일치
2892,북구,2023-07-17,북구 대현로39,2.0,수컷,방사,2023-07-17,북부동물병원,2023-07-18,북구 대현로39,True
2893,북구,2023-07-17,북구 대현로39,3.4,암컷,방사,2023-07-17,북부동물병원,2023-07-20,북구 대현로39,True
2894,북구,2023-07-17,북구 대현로39,2.0,암컷,방사,2023-07-17,북부동물병원,2023-07-20,북구 대현로39,True
2895,북구,2023-07-17,북구 대현로39,2.0,암컷,방사,2023-07-17,북부동물병원,2023-07-20,북구 대현로39,True
2896,북구,2023-07-17,북구 대현로39,3.5,암컷,방사,2023-07-17,북부동물병원,2023-07-20,북구 대현로39,True
2897,북구,2023-07-17,북구 대현로39,2.3,수컷,방사,2023-07-17,북부동물병원,2023-07-18,북구 대현로39,True
2898,달성군,2023-07-17,대구 달성군 다사읍 달구벌대로 893,3.0,암컷,방사,2023-07-17,119동물병원,2023-07-20,대구 달성군 다사읍 달구벌대로 893,True
2899,군위군,2023-07-17,소보면 내의리,6.0,수컷,방사,2023-07-17,군위종합동물병원,2023-07-18,소보면 내의리,True
2900,군위군,2023-07-17,군위읍 정리,2.8,암컷,방사,2023-07-17,군위종합동물병원,2023-07-20,군위읍 정리,True
2901,동구,2023-07-15,대구광역시 동구 도동 306,3.0,암컷,방사,2023-07-15,동대구동물의료센터,2023-07-20,대구광역시 동구 도동 306,True
2902,동구,2023-07-15,대구광역시 동구 도동 306,4.5,수컷,방사,2023-07-15,동대구동물의료센터,2023-07-20,대구광역시 동구 도동 306,True
2903,달서구,2023-07-14,조암남로16길20,4.2,수컷,방사,2023-07-14,동행동물병원,2023-07-15,조암남로16길20,True
2904,북구,2023-07-14,북구 대학로13길3-9,2.0,암컷,방사,2023-07-14,북부동물병원,2023-07-17,북구 대학로13길3-9,True
2905,동구,2023-07-14,대구광역시 동구 도동 306,3.7,수컷,방사,2023-07-14,동대구동물의료센터,2023-07-15,대구광역시 동구 도동 306,True
2906,동구,2023-07-14,대구광역시 동구 팔공로 28길 66,5.3,수컷,방사,2023-07-14,동대구동물의료센터,2023-07-15,대구광역시 동구 팔공로28길 66,True
2907,서구,2023-07-14,큰장로 109-15,3.1,수컷,방사,2023-07-14,대구시수의사회(평리),2023-07-15,큰장로 109-15,True
2908,서구,2023-07-14,큰장로109-15,4.0,수컷,방사,2023-07-14,대구시수의사회(삼성),2023-07-15,큰장로 109-15,True
2909,서구,2023-07-14,큰장로 109-15,3.12,수컷,방사,2023-07-14,대구수의사회(아이펫),2023-07-15,큰장로 109-15,True
2910,달서구,2023-07-13,월곡로53동길32,4.0,암컷,방사,2023-07-13,동행동물병원,2023-07-17,월곡로53동길32,True
2911,동구,2023-07-13,대구시 동구 안심로 49길 98,2.38,암컷,방사,2023-07-13,앨리스동물병원,2023-07-17,대구시 동구 안심로 49길 98,True
2912,동구,2023-07-13,대구시 동구 안심로 49길 98,3.52,암컷,방사,2023-07-13,앨리스동물병원,2023-07-17,대구시 동구 안심로 49길 98,True
2913,동구,2023-07-13,대구광역시 동구 도동 306,4.6,수컷,방사,2023-07-13,동대구동물의료센터,2023-07-14,대구광역시 동구 도동 306,True
2914,서구,2023-07-13,큰장로 109-15,3.1,수컷,방사,2023-07-13,대구시수의사회(평리),2023-07-15,큰장로 109-15,True
2915,군위군,2023-07-13,산성면 화본리,3.5,암컷,방사,2023-07-14,군위종합동물병원,2023-07-17,산성면 화본리,True
2916,북구,2023-07-12,북구 대현로19길10,4.0,수컷,방사,2023-07-12,북부동물병원,2023-07-13,북구 대현로19길10,True
2917,동구,2023-07-12,대구시 동구 안심로 49길 98,3.66,수컷,방사,2023-07-12,앨리스동물병원,2023-07-13,대구시 동구 안심로 49길 98,True
2918,달서구,2023-07-12,달서구 성서공단북로43길6,2.7,암컷,방사,2023-07-12,온누리동물병원,2023-07-15,달서구 성서공단북로43길6,True
2919,북구,2023-07-12,북구 구리로 183-28,3.5,암컷,방사,2023-07-12,강동물병원,2023-07-15,북구 구리로 183-28,True
2920,동구,2023-07-12,대구시 동구 안심로 49길 98,4.8,수컷,방사,2023-07-12,앨리스동물병원,2023-07-13,대구시 동구 안심로 49길 98,True
2921,북구,2023-07-12,북구 구리로 183-28,3.7,암컷,방사,2023-07-12,강동물병원,2023-07-15,북구 구리로 183-28,True
2922,동구,2023-07-12,대구광역시 동구 도동 306,2.7,암컷,방사,2023-07-12,동대구동물의료센터,2023-07-15,대구광역시 동구 도동 306,True
2923,서구,2023-07-12,큰장로109-15,2.0,암컷,방사,2023-07-12,대구시수의사회(더펫),2023-07-15,큰장로109-15,True
2924,달서구,2023-07-11,달서구 호산동로7길22,3.0,암컷,방사,2023-07-11,온누리동물병원,2023-07-14,달서구 호산동로7길22,True
2925,달서구,2023-07-11,달서구 호산동로7길22,3.1,암컷,방사,2023-07-11,온누리동물병원,2023-07-14,달서구 호산동로7길22,True
2926,북구,2023-07-11,북구 대현로19길10,4.3,수컷,방사,2023-07-11,북부동물병원,2023-07-12,북구 대현로19길10,True
2927,북구,2023-07-11,북구 대현로19길10,3.8,수컷,방사,2023-07-11,북부동물병원,2023-07-12,북구 대현로19길10,True
2928,동구,2023-07-11,대구시 동구 안심로 49길 98,3.28,암컷,방사,2023-07-11,앨리스동물병원,2023-07-14,대구시 동구 안심로 49길 98,True
2929,동구,2023-07-11,대구시 동구 안심로 49길 98,2.72,암컷,방사,2023-07-11,앨리스동물병원,2023-07-14,대구시 동구 안심로 49길 98,True
2930,서구,2023-07-11,서구 큰장로 109-15일대,2.0,암컷,방사,2023-07-11,대구시수의사회(보경),2023-07-14,서구 큰장로 109-15일대,True
2931,동구,2023-07-11,대구광역시 동구 팔공로 28길 66,5.3,수컷,방사,2023-07-11,동대구동물의료센터,2023-07-12,대구광역시 동구 팔공로 28길 66,True
2932,서구,2023-07-11,큰장로 109-15,2.12,암컷,방사,2023-07-11,대구수의사회(아이펫),2023-07-14,큰장로 109-15,True
2933,서구,2023-07-11,큰장로 109-15,2.08,암컷,방사,2023-07-11,대구수의사회(아이펫),2023-07-14,큰장로 109-15,True
2934,동구,2023-07-10,대구시 동구 안심로 49길 98,3.34,암컷,방사,2023-07-10,앨리스동물병원,2023-07-13,대구시 동구 안심로 49길 98,True
2935,북구,2023-07-10,북구 대현로19길10,2.7,암컷,방사,2023-07-10,북부동물병원,2023-07-13,북구 대현로19길10,True
2936,동구,2023-07-10,대구광역시 동구 도동 306,2.2,암컷,방사,2023-07-10,동대구동물의료센터,2023-07-14,대구광역시 동구 도동 306,True
2937,동구,2023-07-10,대구시 동구 안심로 49길 98,4.44,암컷,방사,2023-07-10,앨리스동물병원,2023-07-13,대구시 동구 안심로 49길 98,True
2938,동구,2023-07-10,대구시 동구 안심로 49길 98,4.92,수컷,방사,2023-07-10,앨리스동물병원,2023-07-11,대구시 동구 안심로 49길 98,True
2939,서구,2023-07-10,대구광역시 서구 서대구로62길 92 (비산동),4.9,수컷,방사,2023-07-10,대구시수의사회(더펫),2023-07-11,대구광역시 서구 서대구로62길 92 (비산동),True
2940,달서구,2023-07-08,대구시 달서구 월배로 74동길 46,2.76,암컷,방사,2023-07-08,세림종합동물병원,2023-07-11,대구시 달서구 월배로 74동길 46,True
2941,동구,2023-07-08,대구광역시 동구 입석로 64-2,3.1,암컷,방사,2023-07-08,동대구동물의료센터,2023-07-11,대구광역시 동구 입석로 64-2,True
2942,동구,2023-07-08,대구광역시 동구 입석로 64-2,3.3,수컷,방사,2023-07-08,동대구동물의료센터,2023-07-10,대구광역시 동구 입석로 64-2,True
2943,동구,2023-07-08,대구광역시 동구 입석로 64-2,2.8,암컷,방사,2023-07-08,동대구동물의료센터,2023-07-11,대구광역시 동구 입석로 64-2,True
2944,동구,2023-07-08,대구광역시 동구 입석로 64-2,4.8,수컷,방사,2023-07-08,동대구동물의료센터,2023-07-10,대구광역시 동구 입석로 64-2,True
2945,북구,2023-07-08,북구 양지마을길 55,2.5,암컷,방사,2023-07-08,강동물병원,2023-07-11,북구 양지마을길 55,True
2946,북구,2023-07-07,북구 칠성시장로34,3.6,수컷,방사,2023-07-07,북부동물병원,2023-07-08,북구 칠성시장로34,True
2947,북구,2023-07-07,관음동로 17길16,2.6,암컷,방사,2023-07-07,강동물병원,2023-07-10,북구 관음동로 17길16,True
2948,달성군,2023-07-07,단산3길 62,2.1,수컷,방사,2023-07-07,동인동물병원,2023-07-09,단산3길 62,True
2949,북구,2023-07-07,관음동로 17길16,5.0,암컷,방사,2023-07-07,강동물병원,2023-07-10,북구 관음동로 17길16,True
2950,달성군,2023-07-07,가창면 우록길79-58,3.1,암컷,방사,2023-07-07,동인동물병원,2023-07-10,가창면 우록길79-58,True
2951,북구,2023-07-07,관음동로 17길16,2.9,암컷,방사,2023-07-07,강동물병원,2023-07-10,북구 관음동로 17길16,True
2952,수성구,2023-07-07,수성구 동대구로 52길 55,3.3,암컷,방사,2023-07-07,허동물병원,2023-07-10,수성구 동대구로 52길 55,True
2953,동구,2023-07-07,대구광역시 동구 아양로 53-4,3.7,암컷,방사,2023-07-07,동대구동물의료센터,2023-07-10,대구광역시 동구 아양로 53-4,True
2954,달성군,2023-07-07,테크노중앙대로 326-55 인근,2.5,암컷,방사,2023-07-07,현풍동물병원,2023-07-10,테크노중앙대로 326-55 인근,True
2955,북구,2023-07-06,관음동로 17길16,2.8,암컷,방사,2023-07-06,강동물병원,2023-07-10,북구 관음동로 17길16,True
2956,수성구,2023-07-06,수성구 범물2동 1341-5,4.84,수컷,방사,2023-07-06,멘토동물병원,2023-07-07,범물2동 1341-5,True
2957,달성군,2023-07-06,테크노북로 4길 11,4.0,수컷,방사,2023-07-06,동행동물병원,2023-07-07,테크노북로4길11,True
2958,북구,2023-07-06,대구시 북구 검단공단로 21길 54-42,3.9,수컷,방사,2023-07-06,가나동물병원,2023-07-07,대구시 북구 검단공단로 21길 54-42,True
2959,달서구,2023-07-06,대구시 달서구 월배로 80길 48(송현동1938-2),3.81,암컷,방사,2023-07-06,세림종합동물병원,2023-07-10,대구시 달서구 월배로 80길 48(송현동 1938-2),True
2960,군위군,2023-07-06,군위읍 동부리,3.2,수컷,방사,2023-07-06,군위종합동물병원,2023-07-07,군위읍 동부리,True
2961,북구,2023-07-06,관음동로 17길16,3.7,암컷,방사,2023-07-06,강동물병원,2023-07-10,북구 관음동로 17길16,True
2962,북구,2023-07-06,북구 칠성시장로34,4.5,암컷,방사,2023-07-06,북부동물병원,2023-07-10,북구 칠성시장로34,True
2963,북구,2023-07-06,칠곡중앙대로 115길24,5.2,수컷,방사,2023-07-06,강동물병원,2023-07-07,칠곡중앙대로 115길24,True
2964,달성군,2023-07-06,테크노대로5길 80 인근,4.0,수컷,방사,2023-07-06,현풍동물병원,2023-07-07,테크노대로5길 80 인근,True
2965,북구,2023-07-06,관음동로 17길16,3.8,암컷,방사,2023-07-06,강동물병원,2023-07-10,북구관음동로 17길16,True
2966,동구,2023-07-06,대구광역시 동구 아양로 53-4,4.8,수컷,방사,2023-07-06,동대구동물의료센터,2023-07-07,대구광역시 동구 아양로 53-4,True
2967,서구,2023-07-06,평리로350-1,4.0,수컷,방사,2023-07-06,대구시수의사회(삼성),2023-07-07,평리로350-1,True
2968,달서구,2023-07-05,대구시 달서구 송현동 2길 35,3.82,암컷,방사,2023-07-05,세림종합동물병원,2023-07-08,대구시 달서구 송현동2길35,True
2969,북구,2023-07-05,북구 칠성시장로34,5.0,수컷,방사,2023-07-05,북부동물병원,2023-07-06,북구 칠성시장로34,True
2970,북구,2023-07-05,대구시 북구 검단공단로 21길 54-42,2.6,암컷,방사,2023-07-05,가나동물병원,2023-07-08,대구시 북구 검단공단로 21길 54-42,True
2971,남구,2023-07-05,대구 남구 현충로 16길 5-1,4.0,암컷,방사,2023-07-05,독사랑동물병원,2023-07-08,대구 남구 현충로 16길 5-1,True
2972,서구,2023-07-05,서구 큰장로 109-15일대,5.0,수컷,방사,2023-07-05,대구시수의사회(보경),2023-07-06,서구 큰장로 109-15일대,True
2973,달서구,2023-07-05,조암남로16길20,3.5,수컷,방사,2023-07-05,동행동물병원,2023-07-06,조암남로 16길 20,True
2974,달서구,2023-07-05,조암남로16길20,4.4,수컷,방사,2023-07-05,동행동물병원,2023-07-06,조암남로 16길 20,True
2975,북구,2023-07-05,북구 칠성시장로34,3.0,암컷,방사,2023-07-05,북부동물병원,2023-07-08,북구 칠성시장로34,True
2976,동구,2023-07-05,대구광역시 동구 아양로 53-4,2.7,암컷,방사,2023-07-05,동대구동물의료센터,2023-07-08,대구광역시 동구 아양로 53-4,True
2977,북구,2023-07-05,대구시 북구 검단공단로 21길 54-42,3.0,암컷,방사,2023-07-05,가나동물병원,2023-07-08,대구시 북구 검단공단로 21길 54-42,True
2978,군위군,2023-07-05,군위읍 대북리,4.3,수컷,방사,2023-07-05,군위종합동물병원,2023-07-06,군위읍 대북리,True
2979,달서구,2023-07-04,상인로26길30,4.2,암컷,방사,2023-07-04,동행동물병원,2023-07-07,상인로26길30,True
2981,북구,2023-07-04,북구 칠성시장로34,3.4,암컷,방사,2023-07-04,북부동물병원,2023-07-07,북구 칠성시장로34,True
2982,서구,2023-07-04,평리로 350-1,4.2,수컷,방사,2023-07-04,대구시수의사회(평리),2023-07-05,평리로 350-1,True
2983,동구,2023-07-04,대구광역시 동구 아양로 53-4,3.2,암컷,방사,2023-07-04,동대구동물의료센터,2023-07-07,대구광역시 동구 아양로 53-4,True
2984,서구,2023-07-04,비산동 1219-35 (서대구로62길 92),4.22,수컷,방사,2023-07-04,대구수의사회(아이펫),2023-07-05,비산동 1219-35 (서대구로62길 92),True
2985,북구,2023-07-03,대구시 북구 검단공단로 21길 54-42,3.3,암컷,방사,2023-07-03,가나동물병원,2023-07-06,대구시 북구 검단공단로 21길 54-42,True
2986,동구,2023-07-03,대구광역시 동구 해동로 135-1,3.4,암컷,방사,2023-07-03,동대구동물의료센터,2023-07-06,대구광역시 동구 해동로135-1,True
2987,달성군,2023-07-03,테크노중앙대로 326-55,3.0,암컷,방사,2023-07-03,현풍동물병원,2023-07-06,테크노중앙대로 326-55 인근,True
2988,달성군,2023-07-03,테크노중앙대로 326-55 인근,3.0,암컷,방사,2023-07-03,현풍동물병원,2023-07-06,테크노중앙대로 326-55 인근,True
2989,북구,2023-07-03,관음동로 17길16,5.2,수컷,방사,2023-07-03,강동물병원,2023-07-04,관음동로 17길16,True
2990,북구,2023-07-03,관음동로 17길16,5.1,수컷,방사,2023-07-03,강동물병원,2023-07-04,관음동로 17길16,True
2991,달성군,2023-07-03,대구 달성군 다사읍 달구벌대로 893,5.0,암컷,방사,2023-07-03,119동물병원,2023-07-06,대구 달성군 다사읍 달구벌대로 893,True
2992,서구,2023-07-03,서구 큰장로 109-15일대,3.0,암컷,방사,2023-07-03,대구시수의사회(보경),2023-07-06,서구 큰장로 109-15일대,True
2993,서구,2023-07-03,비산동1219-35,4.7,수컷,방사,2023-07-03,대구시수의사회(더펫),2023-07-04,비산동1219-35,True
2994,군위군,2023-07-01,부계면 창평리,3.2,수컷,방사,2023-07-01,군위종합동물병원,2023-07-03,부계면 창평리,True
2995,남구,2023-07-01,대구광역시 남구 효서길 82,5.08,수컷,방사,2023-07-01,우리동물병원,2023-07-03, 대구광역시 남구 효서길 82 (봉덕동),True
2996,달성군,2023-07-01,테크노북로 2길 10,2.1,수컷,방사,2023-07-01,동행동물병원,2023-07-02,테크노북로 2길 10,True
2997,북구,2023-07-01,북구 관음동로 31길 6-12,3.6,수컷,방사,2023-07-01,강동물병원,2023-07-03,북구 관음동로 31길 6-12,True
2998,북구,2023-06-30,관음동로 31길 6-12,5.0,수컷,방사,2023-06-30,강동물병원,2023-07-01,북구 관음동로 31길 6-12,True
2999,달서구,2023-06-30,달서구 성서공단로 59,3.04,암컷,방사,2023-06-30,애플동물병원,2023-07-03,달서구 성서공단로 59,True
3000,달성군,2023-06-30,논공읍 논공로 396-22,3.5,암컷,방사,2023-06-30,동행동물병원,2023-07-03,논공로396-22,True
3001,달성군,2023-06-30,테크노북로2길 10 108동 602호,3.0,암컷,방사,2023-06-30,현풍동물병원,2023-07-03,테크노북로2길 10,True
3002,서구,2023-06-30,구평리시장,4.6,수컷,방사,2023-06-30,대구시수의사회(평리),2023-07-01,구평리시장,True
3003,달서구,2023-06-29,달서구 성서공단로236,3.3,암컷,방사,2023-06-29,온누리동물병원,2023-07-03,달서구 성서공단로236,True
3004,달서구,2023-06-29,달서구 조암남로16길 20,5.1,수컷,방사,2023-06-29,애플동물병원,2023-06-30,달서구 조암남로16길 20,True
3005,달성군,2023-06-29,가창면 단산3길 62,3.5,암컷,방사,2023-06-29,동인동물병원,2023-07-02,가창면 단산3길 62,True
