,사업지역(시군구),포획일자,포획장소,몸무게(kg),성별,상태,TNR일자,TNR병원,방사일자,방사장소,방사포획일치
187,달성군,2024-04-18,대구광역시 달성군 화원읍 성화로4길 13 (화원태왕타운),2.3,암컷,방사,2024-04-18,화원연합동물병원,2024-04-21,성화로 4길 13 태왕아파트,True
188,달성군,2024-04-18,대구광역시 달성군 화원읍 화암로 7 ,1.9,암컷,방사,2024-04-18,화원연합동물병원,2024-04-21,화암로 7길 ,True
189,달성군,2024-04-18,대구광역시 달성군 화원읍 비슬로 2545 ,3.3,수컷,방사,2024-04-18,화원연합동물병원,2024-04-19,화원읍 비슬로 2545,True
190,달성군,2024-04-18,대구광역시 달성군 화원읍 화암로 7 ,3.0,암컷,방사,2024-04-18,화원연합동물병원,2024-04-21,화암로 7길 ,True
191,달성군,2024-04-18,대구광역시 달성군 화원읍 비슬로 2545 ,3.2,암컷,방사,2024-04-18,화원연합동물병원,2024-04-21,화원읍 비슬로 2545,True
192,달성군,2024-04-18,대구광역시 달성군 화원읍 화암로 7 ,2.8,수컷,방사,2024-04-18,화원연합동물병원,2024-04-19,화원읍 화암로 7,True
193,중구,2024-04-17,건들바위 네거리,3.8,암컷,방사,2024-04-18,대구시수의사회(동산),2024-04-22,건들바위 네거리,True
194,중구,2024-04-17,건들바위 네거리,3.79,암컷,방사,2024-04-18,대구시수의사회(동산),2024-04-22,건들바위 네거리,True
195,서구,2024-04-17,서대구로18길 34,3.64,수컷,방사,2024-04-17,대구수의사회(아이펫),2024-04-18,서대구로18길 34,True
196,서구,2024-04-17,서대구로32길 5-14,4.2,수컷,방사,2024-04-18,대구시수의사회(평리),2024-04-19,서대구로32길 5-14,True
197,중구,2024-04-17,중구 문우관길 30-12,2.46,암컷,방사,2024-04-22,대구시수의사회(동산),2024-04-25,중구 문우관길 30-12,True
198,수성구,2024-04-17,수성로 64길 42,2.7,암컷,방사,2024-04-17,신세계동물병원,2024-04-20,수성로 64길42,True
199,달성군,2024-04-17,비슬로264길46-11,4.0,수컷,방사,2024-04-17,동행동물병원,2024-04-18,비슬로264길46-11,True
200,남구,2024-04-17,대구광역시 남구 현충로24길 16 (대명동),2.56,수컷,방사,2024-04-17,리더스동물병원,2024-04-18,대구광역시 남구 현충로24길 16 (대명동),True
201,남구,2024-04-17,대구광역시 남구 장전5길 41 (대명동),2.53,암컷,방사,2024-04-17,리더스동물병원,2024-04-20,대구광역시 남구 장전5길 41,True
202,달성군,2024-04-17,비슬로264길46-11,2.5,수컷,방사,2024-04-17,동행동물병원,2024-04-18,비슬로264길46-11,True
203,달서구,2024-04-17,달서구 진천로 16길 85,4.16,암컷,방사,2024-04-17,애플동물병원,2024-04-20,달서구 진천로 16길 85,True
204,서구,2024-04-17,북비산로49길 12,5.0,수컷,방사,2024-04-17,대구수의사회(아이펫),2024-04-18,북비산로49길 12,True
205,수성구,2024-04-17,수성로 64길 42,4.66,수컷,방사,2024-04-17,신세계동물병원,2024-04-18,수성로 64길42,True
206,달서구,2024-04-17,대구광역시 달서구 상인서로 94,2.52,암컷,방사,2024-04-17,초록동물병원,2024-04-20,대구광역시 달서구 상인서로 94,True
207,달서구,2024-04-17,대구광역시 달서구 월서로3길15,5.18,수컷,방사,2024-04-17,초록동물병원,2024-04-18,대구광역시 달서구 월서로3길15,True
208,서구,2024-04-17,고성로8-6,5.2,수컷,방사,2024-04-17,대구시수의사회(더펫),2024-04-18,고성로8-6,True
209,달성군,2024-04-17,가창로 1037,3.1,암컷,방사,2024-04-17,동인동물병원,2024-04-20,가창로 1037,True
210,달성군,2024-04-17,가창로 1037,3.1,암컷,방사,2024-04-17,동인동물병원,2024-04-20,가창로 1037,True
211,달성군,2024-04-17,가창로 1037,4.1,암컷,방사,2024-04-17,동인동물병원,2024-04-20,가창로 1037,True
212,동구,2024-04-17,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),3.0,암컷,방사,2024-04-17,동대구동물의료센터,2024-04-20,대구광역시 동구 팔공로53길 40,True
213,동구,2024-04-17,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),2.2,암컷,방사,2024-04-17,동대구동물의료센터,2024-04-20,대구광역시 동구 팔공로53길 40,True
214,수성구,2024-04-17,범안로 77,2.6,암컷,방사,2024-05-07,멘토동물병원,2024-05-10,범안로 77,True
215,수성구,2024-04-17,들안로48길 43,3.44,수컷,방사,2024-04-17,허동물병원,2024-04-18,들안로48길 43,True
216,동구,2024-04-17,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),4.0,수컷,방사,2024-04-17,동대구동물의료센터,2024-04-18,대구광역시 동구 팔공로53길 40,True
217,달성군,2024-04-17,다사읍 세천로 93,3.0,수컷,방사,2024-04-17,119동물병원,2024-04-18,다사읍 세천로 93,True
218,달성군,2024-04-17,다사읍 달구벌대로 839,3.0,수컷,방사,2024-04-17,119동물병원,2024-04-18,다사읍 달구벌대로 839,True
219,수성구,2024-04-17,들안로48길 43,3.8,수컷,방사,2024-04-17,허동물병원,2024-04-18,들안로48길 43,True
220,서구,2024-04-17,서대구로41,6.5,수컷,방사,2024-04-17,대구시수의사회(삼성),2024-04-18,서대구로41,True
221,중구,2024-04-17,중구 대신동 ok 마트,3.87,암컷,방사,2024-04-17,대구시수의사회(동산),2024-04-21,중구 대신동 ok마트,True
222,중구,2024-04-17, 동성로5길 94-17 ,3.42,암컷,방사,2024-04-17,대구시수의사회(삼덕),2024-04-20,동성로5길 94-17,True
223,서구,2024-04-17,서구 문화로 323-4일대,3.0,수컷,방사,2024-04-17,대구시수의사회(보경),2024-04-18,서구 문화로 323-4일대,True
224,달성군,2024-04-16,다사읍 세천로 93,5.0,수컷,방사,2024-04-17,119동물병원,2024-04-18,다사읍 세천로 93,True
225,달성군,2024-04-16,다사읍 세천로 93,5.0,수컷,방사,2024-04-17,119동물병원,2024-04-18,다사읍 세천로 93,True
226,중구,2024-04-16,경북여고 ,2.68,수컷,방사,2024-04-17,대구시수의사회(동산),2024-04-18,경북여고 ,True
227,수성구,2024-04-16,수성로 64길 42,3.0,암컷,방사,2024-04-16,신세계동물병원,2024-04-19,수성로 64길42,True
228,남구,2024-04-16,대구광역시 남구 현충로24길 16 (대명동)	,2.67,암컷,방사,2024-04-16,리더스동물병원,2024-04-19,대구광역시 남구 현충로24길 16 (대명동)	,True
229,남구,2024-04-16,대구광역시 남구 장전5길 41 (대명동) 1층,4.36,수컷,방사,2024-04-16,리더스동물병원,2024-04-17,대구광역시 남구 장전5길 41 (대명동) 1층,True
230,달서구,2024-04-16,대구광역시 달서구 학산로2길27,4.21,수컷,방사,2024-04-16,초록동물병원,2024-04-17,대구광역시 달서구 학산로2길27,True
231,달서구,2024-04-16,대구광역시 달서구 학산로2길27,4.96,수컷,방사,2024-04-16,초록동물병원,2024-04-17,대구광역시 달서구 학산로2길27,True
232,수성구,2024-04-16,들안로48길 43,2.6,암컷,방사,2024-04-16,허동물병원,2024-04-19,들안로48길 43,True
233,북구,2024-04-16,북구 내곡로 89,4.7,수컷,방사,2024-04-16,강동물병원,2024-04-17,북구 내곡로 89,True
234,달서구,2024-04-16,대구광역시 달서구 와룡로42길 16 (죽전동),4.6,수컷,방사,2024-04-16,본리종합동물병원,2024-04-17,대구광역시 달서구 와룡로42길 16 (죽전동),True
235,달성군,2024-04-16,가창면 주리1길 52-24,4.0,암컷,방사,2024-04-16,동인동물병원,2024-04-19,가창면 주리1길 52-24,True
236,달서구,2024-04-16,대구시 달서구 장기로 17길18,3.57,수컷,방사,2024-04-16,세림종합동물병원,2024-04-17,대구시 달서구 장기로 17길 18,True
237,달성군,2024-04-16,다사읍 서재로 120,4.0,암컷,방사,2024-04-16,119동물병원,2024-04-19,다사읍 서재로 120,True
238,달성군,2024-04-16,가창면 주리1길 52-24,4.1,수컷,방사,2024-04-16,동인동물병원,2024-04-18,가창면 주리1길 52-24,True
239,동구,2024-04-16,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),4.4,수컷,방사,2024-04-16,동대구동물의료센터,2024-04-17,대구광역시 동구 팔공로53길 40,True
240,동구,2024-04-16,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),3.1,수컷,방사,2024-04-16,동대구동물의료센터,2024-04-17,대구광역시 동구 팔공로53길 40,True
241,달성군,2024-04-16,대구광역시 달성군 화원읍 인흥길 21 ,3.0,수컷,방사,2024-04-16,화원연합동물병원,2024-04-17,화원읍 인흥길 21,True
242,동구,2024-04-15,대구광역시 동구 경대로 68-11,3.4,수컷,방사,2024-04-15,동대구동물의료센터,2024-04-16, 대구광역시 동구 경대로 68-11,True
243,동구,2024-04-15,대구광역시 동구 경대로 68-11,3.4,수컷,방사,2024-04-15,동대구동물의료센터,2024-04-16,대구광역시 동구 경대로 68-11,True
244,동구,2024-04-15,대구광역시 동구 경대로 68-11,2.8,암컷,방사,2024-04-15,동대구동물의료센터,2024-04-18,대구광역시 동구 경대로 68-11,True
245,남구,2024-04-15,대구광역시 남구 현충로20길 12-4 (대명동),3.31,수컷,방사,2024-04-15,리더스동물병원,2024-04-16,대구광역시 남구 현충로20길 12-4 (대명동),True
246,달서구,2024-04-15,달서구 월서로3길 15,2.6,암컷,방사,2024-04-15,애플동물병원,2024-04-18,달서구 월서로 3길 15,True
247,남구,2024-04-15,대구광역시 남구 현충로20길 12-4 (대명동),2.94,수컷,방사,2024-04-15,리더스동물병원,2024-04-16,대구광역시 남구 현충로20길 12-4 (대명동),True
248,달서구,2024-04-15,달서구 상원로 41,3.4,암컷,방사,2024-04-15,애플동물병원,2024-04-18,달서구 상원로41,True
249,수성구,2024-04-15,시지로21,4.5,수컷,방사,2024-04-15,제니스동물병원,2024-04-16,시지로21,True
250,북구,2024-04-15,대구시 북구 연암공원로 11길 15-18,3.7,수컷,방사,2024-04-15,가나동물병원,2024-04-16,대구시 북구 연암공원로 11길 15-18,True
251,수성구,2024-04-15,수성구만촌로61,4.0,수컷,방사,2024-04-15,금강동물병원,2024-04-16,수성구만촌로61,True
252,달성군,2024-04-15,다사읍 서재본길 80,4.0,수컷,방사,2024-04-15,119동물병원,2024-04-16,다사읍 서재본길 80,True
253,달서구,2024-04-15,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),3.8,수컷,방사,2024-04-15,본리종합동물병원,2024-04-16,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),True
254,동구,2024-04-15,대구광역시 동구 팔공로 53길 40,2.8,암컷,방사,2024-04-15,동대구동물의료센터,2024-04-18,대구광역시 동구  팔공로 53길 40,True
255,달성군,2024-04-15,테크노상업로 111 ,3.0,암컷,방사,2024-04-15,현풍동물병원,2024-04-18,테크노상업로 111 ,True
256,서구,2024-04-15,내당동 209-65,2.6,수컷,방사,2024-04-15,대구시수의사회(평리),2024-04-16,내당동 209-65,True
257,중구,2024-04-15,경북여고 ,4.45,수컷,방사,2024-04-15,대구시수의사회(동산),2024-04-16,경북여고 ,True
258,수성구,2024-04-15,청수로31길30,4.32,수컷,방사,2024-04-15,허동물병원,2024-04-16,청수로31길30,True
259,중구,2024-04-15,경북여고 ,4.0,수컷,방사,2024-04-15,대구시수의사회(동산),2024-04-16,경북여고 ,True
260,중구,2024-04-15,경북여고 ,2.73,수컷,방사,2024-04-15,대구시수의사회(동산),2024-04-16,경북여고 ,True
261,수성구,2024-04-15,청수로31길30,3.62,암컷,방사,2024-04-15,허동물병원,2024-04-18,청수로31길30,True
262,달성군,2024-04-15,대구광역시 달성군 화원읍 화원로 36 (창신맨션),4.2,수컷,방사,2024-04-15,화원연합동물병원,2024-04-16,화원읍 천내리 118,True
263,달성군,2024-04-15,대구광역시 달성군 화원읍 명곡로 11 (명곡미래빌 1단지),3.8,수컷,방사,2024-04-15,화원연합동물병원,2024-04-16,명곡로 11,True
264,달성군,2024-04-15,대구광역시 달성군 화원읍 명곡로 11 (명곡미래빌 1단지),4.5,수컷,방사,2024-04-15,화원연합동물병원,2024-04-16,명곡로 11,True
265,남구,2024-04-13,대구광역시 남구 현충로24길 16 (대명동),2.3,수컷,방사,2024-04-13,리더스동물병원,2024-04-15,대구광역시 남구 현충로24길 16 (대명동),True
266,남구,2024-04-13,대구광역시 남구 현충로24길 16 (대명동),2.85,암컷,방사,2024-04-13,리더스동물병원,2024-04-16,대구광역시 남구 현충로24길 16 (대명동),True
267,남구,2024-04-13,대구광역시 남구 현충로24길 16 (대명동),2.08,암컷,방사,2024-04-13,리더스동물병원,2024-04-16,대구광역시 남구 현충로24길 16 (대명동),True
268,달서구,2024-04-13,화암로 342,2.75,암컷,방사,2024-04-13,수목원동물병원,2024-04-16,화암로 342,True
269,수성구,2024-04-13,범안로 77,3.76,수컷,방사,2024-04-13,멘토동물병원,2024-04-15,수성구 범안로 77,True
270,서구,2024-04-13,서대구로41,7.0,암컷,방사,2024-04-13,대구시수의사회(삼성),2024-04-16,서대구로41,True
271,수성구,2024-04-13,들안로48길 43,4.14,암컷,방사,2024-04-13,허동물병원,2024-04-16,들안로48길 43,True
272,중구,2024-04-13,청라언덕,2.34,암컷,방사,2024-04-13,대구시수의사회(동산),2024-04-16,청라언덕,True
273,수성구,2024-04-13,들안로48길 43,3.8,암컷,방사,2024-04-13,허동물병원,2024-04-16,들안로48길 43,True
274,달성군,2024-04-12,다사읍 서재본길 80,5.0,수컷,방사,2024-04-12,119동물병원,2024-04-13,다사읍 서재본길 80,True
275,달서구,2024-04-12, 조암남로20길41,4.0,암컷,방사,2024-04-12,동행동물병원,2024-04-15,조암남로 20길 41,True
276,서구,2024-04-12,서대구로41,4.5,수컷,방사,2024-04-12,대구시수의사회(삼성),2024-04-13,서대구로41,True
277,수성구,2024-04-12,무학로 189,3.7,수컷,방사,2024-04-12,신세계동물병원,2024-04-13,무학로 189,True
278,수성구,2024-04-12,청수로31길30,4.8,암컷,방사,2024-04-12,허동물병원,2024-04-15,청수로31길30,True
279,중구,2024-04-12, 달구벌대로443길 62-10 ,3.25,수컷,방사,2024-04-12,대구시수의사회(삼덕),2024-04-13, 달구벌대로443길 62-10 ,True
280,서구,2024-04-12,서대구로41,5.5,수컷,방사,2024-04-12,대구시수의사회(삼성),2024-04-13,서대구로41,True
281,수성구,2024-04-12,수성구무열로56,4.3,수컷,방사,2024-04-12,금강동물병원,2024-04-13,수성구무열로56,True
282,달서구,2024-04-12,대구시 달서구 장기로 17길18,4.36,암컷,방사,2024-04-12,세림종합동물병원,2024-04-15,대구시 달서구 장기로 17길 18,True
283,서구,2024-04-12,서구 평리로50길 27-7일대,4.5,수컷,방사,2024-04-12,대구시수의사회(보경),2024-04-13,서구 평리로50길 27-7일대,True
285,서구,2024-04-11,중리동 721-35,3.4,암컷,방사,2024-04-12,대구시수의사회(평리),2024-04-15,중리동 721-35,True
286,달서구,2024-04-11,조암남로20길41,3.8,암컷,방사,2024-04-11,동행동물병원,2024-04-15,조암남로20길41,True
287,서구,2024-04-11,평리동 723-1,3.66,수컷,방사,2024-04-11,대구수의사회(아이펫),2024-04-12,평리동 723-1,True
288,북구,2024-04-11,북구 작원길25,3.7,수컷,방사,2024-04-11,강동물병원,2024-04-12,북구 작원길 25,True
289,남구,2024-04-11,대구광역시 남구 현충로24길 16 (대명동),3.33,수컷,방사,2024-04-11,리더스동물병원,2024-04-12,대구광역시 남구 현충로24길 16 (대명동),True
290,달성군,2024-04-11,다사읍 서재본길 80,5.0,암컷,방사,2024-04-11,119동물병원,2024-04-14,다사읍 서재본길 80,True
291,수성구,2024-04-11,동원로6길50-28,3.5,암컷,방사,2024-04-11,제니스동물병원,2024-04-15,동원로6길50-28,True
292,달성군,2024-04-11,다사읍 달구벌대로 895,4.0,수컷,방사,2024-04-11,119동물병원,2024-04-12,다사읍 달구벌대로 895,True
293,달성군,2024-04-11,다사읍 서재본길 80,5.0,수컷,방사,2024-04-11,119동물병원,2024-04-14,다사읍 서재본길 80,True
294,달서구,2024-04-11,대구시 달서구 장기로 17길18,3.55,암컷,방사,2024-04-11,세림종합동물병원,2024-04-15,대구시 달서구 장기로 17길 18,True
295,달성군,2024-04-11,가창면 56길 26-51,2.9,수컷,방사,2024-04-11,동인동물병원,2024-04-13,가창면 56길 26-51,True
296,수성구,2024-04-11,무학로 154,4.28,수컷,방사,2024-04-11,신세계동물병원,2024-04-12,무학로 154,True
297,남구,2024-04-11,대구 남구 봉덕로 23길 14-3,3.38,수컷,방사,2024-04-11,독사랑동물병원,2024-04-12, 대구 남구 봉덕로 23길 14-3,True
298,달서구,2024-04-11,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),2.3,수컷,방사,2024-04-11,본리종합동물병원,2024-04-12,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),True
299,달성군,2024-04-11,가창면 56길 26-51,2.8,수컷,방사,2024-04-11,동인동물병원,2024-04-13,가창면 56길 26-51,True
300,달성군,2024-04-11,다사읍 서재로12길 41-16,4.0,암컷,방사,2024-04-11,119동물병원,2024-04-14,다사읍 서재로12길 41-16,True
301,서구,2024-04-11,큰장로109-15,4.0,암컷,방사,2024-04-11,대구시수의사회(삼성),2024-04-15,큰장로 109-15,True
